"Object","ElemName","Code","LastUsedID"
"document","documentid","CI","1"
"document","documentid","CO","1"
"document","documentid","CP","1"
"document","documentid","CQ","1"
"document","documentid","SC","1"
"document","documentid","SO","1"
"document","documentid","SP","1"
