"useReportID","inactiveStaffCount","allStaffCount","noLicenses","notesCount","advCalllogCount","calllogCount","subTaskCount","appointmentCount","actionsCount","taskReminderCount","fusionClientID","projectTaskCount","ticketCount","versionCount","clientCount","supplierCount","debInvoiceCount","debSalesOrderCount","debCreditNoteCount","debPaymentReceiptCount","debDispatchNoteCount","Searches","debAllCount","crePurchaseOrderCount","creSupplierInvoiceCount","creSupplierCreditNoteCount","creSupplierPaymentCount","creGoodsReceivedNoteCount","creAllCount","CEAcceptedCounts","CECompletedCounts","CEOpenCounts","lastUpdateDate","CERejectedCounts","CEColdCounts","CEExpiredCounts","CEReconciledCounts","CEAllCounts","CompanyName","RevisionNumber","UserName","loginCount","activeUsersCount","inactiveUsersCount","allUsersCount","activeStaffCount"
"287","1","21","","27","728","1","359","33","6","15","0","9","2","40","7618","46","1","0","0","0","0","88","2","0","0","0","0","0","0","0","0","0","2020-05-28 14:01:58","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4624","20","1","21","20"
"289","1","21","","27","728","1","359","33","6","15","0","9","2","40","7622","46","1","0","0","0","0","54","2","0","0","0","0","0","0","0","0","0","2020-06-12 09:10:47","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4643","20","1","21","20"
"292","1","21","","27","728","1","359","33","6","15","0","9","2","40","7626","46","1","0","0","0","0","54","2","0","0","0","0","0","0","0","0","0","2020-07-05 14:28:59","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4678","20","1","21","20"
"293","1","21","","27","728","1","359","33","6","15","0","9","2","40","7626","46","1","0","0","0","0","59","2","0","0","0","0","0","0","0","0","0","2020-07-13 10:39:30","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4693","20","1","21","20"
"276","1","21","","27","728","1","359","33","6","15","0","9","2","40","7598","46","1","0","0","0","0","128","2","0","0","0","0","0","0","0","0","0","2020-03-06 06:28:19","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4501","20","1","21","20"
"279","1","21","","27","728","1","359","33","6","15","0","9","2","40","7606","46","1","0","0","0","0","286","2","0","0","0","0","0","0","0","0","0","2020-03-27 09:22:56","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4530","20","1","21","20"
"285","1","21","","27","728","1","359","33","6","15","0","9","2","40","7615","46","1","0","0","0","0","52","2","0","0","0","0","0","0","0","0","0","2020-05-13 10:31:04","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4606","20","1","21","20"
"286","1","21","","27","728","1","359","33","6","15","0","9","2","40","7617","46","1","0","0","0","0","57","2","0","0","0","0","0","0","0","0","0","2020-05-20 08:02:57","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4617","20","1","21","20"
"288","1","21","","27","728","1","359","33","6","15","0","9","2","40","7621","46","1","0","0","0","0","127","2","0","0","0","0","0","0","0","0","0","2020-06-05 11:09:18","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4633","20","1","21","20"
"290","1","21","","27","728","1","359","33","6","15","0","9","2","40","7624","46","1","0","0","0","0","153","2","0","0","0","0","0","0","0","0","0","2020-06-19 09:34:07","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4648","20","1","21","20"
"294","1","21","","27","728","1","359","33","6","15","0","9","2","41","7626","46","1","0","0","0","0","179","2","0","0","0","0","0","0","0","0","0","2020-07-22 10:36:52","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4712","20","1","21","20"
"295","1","21","","27","728","1","359","33","6","15","0","9","2","41","7631","46","1","0","0","0","0","252","2","0","0","0","0","0","0","0","0","0","2020-07-29 14:02:39","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4720","20","1","21","20"
"296","1","21","","27","728","1","359","33","6","15","0","9","2","41","7631","46","1","0","0","0","0","336","2","0","0","0","0","0","0","0","0","0","2020-08-05 07:57:31","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4728","20","1","21","20"
"297","1","21","","27","728","1","359","33","6","15","0","9","2","41","7640","46","1","0","0","0","0","273","2","0","0","0","0","0","0","0","0","0","2020-08-12 10:02:43","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4741","20","1","21","20"
"298","1","21","","27","728","1","359","33","6","15","0","9","2","41","7646","46","1","0","0","0","0","203","2","0","0","0","0","0","0","0","0","0","2020-08-19 08:42:25","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4749","20","1","21","20"
"299","1","21","","27","728","1","359","33","6","15","0","9","2","41","7648","46","1","0","0","0","0","198","2","0","0","0","0","0","0","0","0","0","2020-08-27 09:39:15","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4762","20","1","21","20"
"300","1","21","","27","728","1","359","33","6","15","0","9","2","41","7647","46","1","0","0","0","0","224","2","0","0","0","0","0","0","0","0","0","2020-09-04 13:17:54","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4771","20","1","21","20"
"301","1","21","","27","728","1","359","33","6","15","0","9","2","41","7651","46","1","0","0","0","0","171","2","0","0","0","0","0","0","0","0","0","2020-09-11 12:27:20","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4779","20","1","21","20"
"302","1","21","","27","728","1","359","33","6","15","0","9","2","41","7648","46","1","0","0","0","0","95","2","0","0","0","0","0","0","0","0","0","2020-09-18 08:41:10","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4785","20","1","21","20"
"303","1","21","","27","728","1","359","33","6","15","0","9","2","41","7650","46","1","0","0","0","0","98","2","0","0","0","0","0","0","0","0","0","2020-09-25 07:23:50","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4790","20","1","21","20"
"304","1","21","","27","728","1","359","33","6","15","0","9","2","41","7655","46","1","0","0","0","0","186","2","0","0","0","0","0","0","0","0","0","2020-10-02 10:07:49","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4794","20","1","21","20"
"305","1","21","","27","728","1","359","33","6","15","0","9","2","41","7658","46","1","0","0","0","0","88","2","0","0","0","0","0","0","0","0","0","2020-10-12 10:06:00","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4800","20","1","21","20"
"307","1","21","","27","728","1","359","33","6","15","0","9","2","41","7662","46","1","0","0","0","0","89","2","0","0","0","0","0","0","0","0","0","2020-10-26 10:26:54","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4816","20","1","21","20"
"308","1","21","","27","728","1","359","33","6","15","0","9","2","41","7665","46","1","0","0","0","0","79","2","0","0","0","0","0","0","0","0","0","2020-11-02 07:47:01","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4824","20","1","21","20"
"309","1","21","","27","728","1","359","33","6","15","0","9","2","41","7666","46","1","0","0","0","0","104","2","0","0","0","0","0","0","0","0","0","2020-11-09 08:38:43","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4830","20","1","21","20"
"310","1","21","","27","728","1","359","33","6","15","0","9","2","41","7669","46","1","0","0","0","0","155","2","0","0","0","0","0","0","0","0","0","2020-11-16 07:56:42","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4836","20","1","21","20"
"312","1","21","","27","728","1","359","33","6","15","0","9","2","41","7675","46","1","0","0","0","0","134","2","0","0","0","0","0","0","0","0","0","2020-11-30 08:18:38","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4852","20","1","21","20"
"314","1","21","","27","728","1","359","33","6","15","0","9","2","41","7685","46","1","0","0","0","0","15","2","0","0","0","0","0","0","0","0","0","2020-12-14 08:42:05","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4879","20","1","21","20"
"315","1","21","","27","728","1","359","33","6","15","0","9","2","41","7686","46","1","0","0","0","0","12","2","0","0","0","0","0","0","0","0","0","2020-12-21 13:29:53","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4883","20","1","21","20"
"316","1","21","","27","728","1","359","33","6","15","0","9","2","41","7686","46","1","0","0","0","0","74","2","0","0","0","0","0","0","0","0","0","2021-01-06 14:21:25","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4885","20","1","21","20"
"291","1","21","","27","728","1","359","33","6","15","0","9","2","40","7624","46","1","0","0","0","0","225","2","0","0","0","0","0","0","0","0","0","2020-06-26 11:03:17","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4660","20","1","21","20"
"306","1","21","","27","728","1","359","33","6","15","0","9","2","41","7660","46","1","0","0","0","0","155","2","0","0","0","0","0","0","0","0","0","2020-10-19 07:25:27","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4810","20","1","21","20"
"311","1","21","","27","728","1","359","33","6","15","0","9","2","41","7674","46","1","0","0","0","0","103","2","0","0","0","0","0","0","0","0","0","2020-11-23 08:20:18","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4842","20","1","21","20"
"313","1","21","","27","728","1","359","33","6","15","0","9","2","41","7675","46","1","0","0","0","0","129","2","0","0","0","0","0","0","0","0","0","2020-12-07 08:01:52","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4860","20","1","21","20"
"317","1","21","","27","728","1","359","33","6","15","0","9","2","41","7690","46","1","0","0","0","0","104","2","0","0","0","0","0","0","0","0","0","2021-01-13 09:35:57","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4892","20","1","21","20"
"1317","1","21","","27","728","1","359","33","6","15","0","9","2","41","7691","46","1","0","0","0","0","72","2","0","0","0","0","0","0","0","0","0","2021-01-20 09:12:46","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4900","20","1","21","20"
"1318","1","21","","27","728","1","359","33","6","15","0","9","2","41","7696","46","1","0","0","0","0","54","2","0","0","0","0","0","0","0","0","0","2021-01-27 09:22:56","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4907","20","1","21","20"
"1319","1","21","","27","728","1","359","33","6","15","0","9","2","41","7698","46","1","0","0","0","0","121","2","0","0","0","0","0","0","0","0","0","2021-02-03 07:56:41","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4915","20","1","21","20"
"1320","1","21","","27","728","1","359","33","6","15","0","9","2","41","7701","46","1","0","0","0","0","133","2","0","0","0","0","0","0","0","0","0","2021-02-10 07:49:59","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4928","20","1","21","20"
"1321","1","21","","27","728","1","359","33","6","15","0","9","2","41","7703","46","1","0","0","0","0","49","2","0","0","0","0","0","0","0","0","0","2021-02-17 07:39:45","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4943","20","1","21","20"
"2321","1","21","","27","728","1","359","33","6","15","0","9","2","41","7703","46","1","0","0","0","0","32","2","0","0","0","0","0","0","0","0","0","2021-02-24 10:22:35","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4959","20","1","21","20"
"2322","1","21","","27","728","1","359","33","6","15","0","9","2","41","7703","46","1","0","0","0","0","49","2","0","0","0","0","0","0","0","0","0","2021-03-03 08:02:02","0","0","0","0","0","No Company name entered in General Settings","481","BevB","4973","20","1","21","20"
"2323","1","21","","27","728","1","359","33","6","15","0","9","2","41","7703","46","1","0","0","0","0","36","2","0","0","0","0","0","0","0","0","0","2021-03-10 10:25:18","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5003","20","1","21","20"
"2324","1","21","","27","728","1","359","33","6","15","0","9","2","41","7703","46","1","0","0","0","0","33","2","0","0","0","0","0","0","0","0","0","2021-03-17 09:11:23","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5029","20","1","21","20"
"2325","1","21","","27","728","1","359","33","6","15","0","9","2","41","7705","46","1","0","0","0","0","175","2","0","0","0","0","0","0","0","0","0","2021-03-24 07:27:30","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5048","20","1","21","20"
"2326","1","21","","27","728","1","359","33","6","15","0","9","2","41","7711","46","1","0","0","0","0","20","2","0","0","0","0","0","0","0","0","0","2021-03-31 10:22:06","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5082","20","1","21","20"
"2327","1","21","","27","728","1","359","33","6","15","0","9","2","41","7711","46","1","0","0","0","0","48","2","0","0","0","0","0","0","0","0","0","2021-04-07 08:59:51","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5099","20","1","21","20"
"2329","1","21","","27","728","1","359","33","6","15","0","9","2","41","7716","46","1","0","0","0","0","397","2","0","0","0","0","0","0","0","0","0","2021-04-21 07:48:02","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5154","20","1","21","20"
"2330","1","21","","27","728","1","359","33","6","15","0","9","2","41","7718","46","1","0","0","0","0","94","2","0","0","0","0","0","0","0","0","0","2021-04-28 09:30:36","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5232","20","1","21","20"
"2331","1","21","","27","728","1","359","33","6","15","0","9","2","41","7721","46","1","0","0","0","0","123","2","0","0","0","0","0","0","0","0","0","2021-05-05 10:13:56","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5277","20","1","21","20"
"2332","1","21","","27","728","1","359","33","6","15","0","9","2","41","7726","46","1","0","0","0","0","56","2","0","0","0","0","0","0","0","0","0","2021-05-12 12:27:04","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5327","20","1","21","20"
"2333","1","21","","27","728","1","359","33","6","15","0","9","2","41","7726","46","1","0","0","0","0","179","2","0","0","0","0","0","0","0","0","0","2021-05-19 08:30:45","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5352","20","1","21","20"
"2334","1","21","","27","728","1","359","33","6","15","0","9","2","41","7726","46","1","0","0","0","0","23","2","0","0","0","0","0","0","0","0","0","2021-05-26 12:15:43","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5413","20","1","21","20"
"2335","1","21","","27","728","1","359","33","6","15","0","9","2","41","7726","46","1","0","0","0","0","103","2","0","0","0","0","0","0","0","0","0","2021-06-02 10:58:01","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5427","20","1","21","20"
"2336","1","21","","27","728","1","359","33","6","15","0","9","2","41","7728","46","1","0","0","0","0","40","2","0","0","0","0","0","0","0","0","0","2021-06-09 08:44:12","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5456","20","1","21","20"
"2337","1","21","","27","728","1","359","33","6","15","0","9","2","41","7728","46","1","0","0","0","0","31","2","0","0","0","0","0","0","0","0","0","2021-06-17 08:40:09","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5477","20","1","21","20"
"2328","1","21","","27","728","1","359","33","6","15","0","9","2","41","7715","46","1","0","0","0","0","89","2","0","0","0","0","0","0","0","0","0","2021-04-14 12:16:24","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5118","20","1","21","20"
"2338","1","21","","27","728","1","359","33","6","15","0","9","2","41","7728","46","1","0","0","0","0","120","2","0","0","0","0","0","0","0","0","0","2021-06-24 09:57:12","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5498","20","1","21","20"
"2339","1","21","","27","728","1","359","33","6","15","0","9","2","41","7733","46","1","0","0","0","0","78","2","0","0","0","0","0","0","0","0","0","2021-07-01 09:49:24","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5536","20","1","21","20"
"2340","1","21","","27","728","1","359","33","6","15","0","9","2","41","7737","46","1","0","0","0","0","23","2","0","0","0","0","0","0","0","0","0","2021-07-08 11:30:21","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5565","20","1","21","20"
"2341","1","21","","27","728","1","359","33","6","15","0","9","2","41","7737","46","1","0","0","0","0","87","2","0","0","0","0","0","0","0","0","0","2021-07-15 07:41:31","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5579","20","1","21","20"
"2342","1","21","","27","728","1","359","33","6","15","0","9","2","41","7738","46","1","0","0","0","0","44","2","0","0","0","0","0","0","0","0","0","2021-07-22 10:40:38","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5607","20","1","21","20"
"2343","1","21","","27","728","1","359","33","6","15","0","9","2","41","7739","46","1","0","0","0","0","28","2","0","0","0","0","0","0","0","0","0","2021-07-29 09:29:42","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5621","20","1","21","20"
"2344","1","21","","27","728","1","359","33","6","15","0","9","2","41","7742","46","1","0","0","0","0","35","2","0","0","0","0","0","0","0","0","0","2021-08-05 09:04:40","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5630","20","1","21","20"
"2345","1","21","","27","728","1","359","33","6","15","0","9","2","41","7742","46","1","0","0","0","0","86","2","0","0","0","0","0","0","0","0","0","2021-08-12 10:40:10","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5644","20","1","21","20"
"2346","1","21","","27","728","1","359","33","6","15","0","9","2","41","7750","46","1","0","0","0","0","38","2","0","0","0","0","0","0","0","0","0","2021-08-19 09:23:04","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5658","20","1","21","20"
"2347","1","21","","27","728","1","359","33","6","15","0","9","2","41","7751","46","1","0","0","0","0","38","2","0","0","0","0","0","0","0","0","0","2021-08-26 08:31:25","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5678","20","1","21","20"
"2348","1","21","","27","728","1","359","33","6","15","0","9","2","41","7751","46","1","0","0","0","0","86","2","0","0","0","0","0","0","0","0","0","2021-09-02 09:21:50","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5699","20","1","21","20"
"2349","1","21","","27","728","1","359","33","6","15","0","9","2","41","7753","46","1","0","0","0","0","113","2","0","0","0","0","0","0","0","0","0","2021-09-09 06:47:55","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5743","20","1","21","20"
"2350","1","21","","27","728","1","359","33","6","15","0","9","2","41","7755","46","1","0","0","0","0","121","2","0","0","0","0","0","0","0","0","0","2021-09-16 08:34:15","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5779","20","1","21","20"
"2351","1","21","","27","728","1","359","33","6","15","0","9","2","41","7759","46","1","0","0","0","0","24","2","0","0","0","0","0","0","0","0","0","2021-09-23 08:28:57","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5837","20","1","21","20"
"2352","1","21","","27","728","1","359","33","6","15","0","9","2","41","7759","46","1","0","0","0","0","119","2","0","0","0","0","0","0","0","0","0","2021-09-30 12:38:44","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5852","20","1","21","20"
"2353","1","21","","27","728","1","359","33","6","15","0","9","2","41","7765","46","1","0","0","0","0","184","2","0","0","0","0","0","0","0","0","0","2021-10-07 07:39:26","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5894","20","1","21","20"
"2354","1","21","","27","728","1","359","33","6","15","0","9","2","41","7765","46","1","0","0","0","0","74","2","0","0","0","0","0","0","0","0","0","2021-10-14 11:38:33","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5929","20","1","21","20"
"2357","1","21","","27","728","1","359","33","6","15","0","9","2","41","7774","46","1","0","0","0","0","29","2","0","0","0","0","0","0","0","0","0","2021-11-04 10:19:10","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6023","20","1","21","20"
"2358","1","21","","27","728","1","359","33","6","15","0","9","2","41","7775","46","1","0","0","0","0","29","2","0","0","0","0","0","0","0","0","0","2021-11-11 07:58:37","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6033","20","1","21","20"
"2359","1","21","","27","728","1","359","33","6","15","0","9","2","41","7775","46","1","0","0","0","0","25","2","0","0","0","0","0","0","0","0","0","2021-11-18 15:10:04","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6057","20","1","21","20"
"2360","1","21","","27","728","1","359","33","6","15","0","9","2","41","7775","46","1","0","0","0","0","95","2","0","0","0","0","0","0","0","0","0","2021-11-25 09:33:16","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6073","20","1","21","20"
"2361","1","21","","27","728","1","359","33","6","15","0","9","2","41","7778","46","1","0","0","0","0","21","2","0","0","0","0","0","0","0","0","0","2021-12-02 13:13:39","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6101","20","1","21","20"
"2362","1","21","","27","728","1","359","33","6","15","0","9","2","41","7778","46","1","0","0","0","0","20","2","0","0","0","0","0","0","0","0","0","2021-12-09 07:42:00","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6116","20","1","21","20"
"2364","1","21","","27","728","1","359","33","6","15","0","9","2","41","7778","46","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","2021-12-24 11:17:00","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6130","20","1","21","20"
"2365","1","21","","27","728","1","359","33","6","15","0","9","2","41","7778","46","1","0","0","0","0","19","2","0","0","0","0","0","0","0","0","0","2022-01-10 11:08:42","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6131","20","1","21","20"
"2355","1","21","","27","728","1","359","33","6","15","0","9","2","41","7768","46","1","0","0","0","0","156","2","0","0","0","0","0","0","0","0","0","2021-10-21 07:36:56","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5948","20","1","21","20"
"2356","1","21","","27","728","1","359","33","6","15","0","9","2","41","7773","46","1","0","0","0","0","73","2","0","0","0","0","0","0","0","0","0","2021-10-28 09:01:36","0","0","0","0","0","No Company name entered in General Settings","481","BevB","5991","20","1","21","20"
"2363","1","21","","27","728","1","359","33","6","15","0","9","2","41","7778","46","1","0","0","0","0","8","2","0","0","0","0","0","0","0","0","0","2021-12-16 14:36:23","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6126","20","1","21","20"
"2366","1","21","","27","728","1","359","33","6","15","0","9","2","41","7779","46","1","0","0","0","0","130","2","0","0","0","0","0","0","0","0","0","2022-01-17 08:58:05","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6141","20","1","21","20"
"2367","1","21","","27","728","1","359","33","6","15","0","9","2","41","7789","46","1","0","0","0","0","87","2","0","0","0","0","0","0","0","0","0","2022-01-24 10:54:53","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6189","20","1","21","20"
"2368","1","21","","27","728","1","359","33","6","15","0","9","2","41","7792","46","1","0","0","0","0","75","2","0","0","0","0","0","0","0","0","0","2022-01-31 12:25:04","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6211","20","1","21","20"
"2369","1","21","","27","728","1","359","33","6","15","0","9","2","41","7791","46","1","0","0","0","0","49","2","0","0","0","0","0","0","0","0","0","2022-02-07 11:05:16","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6239","20","1","21","20"
"2370","1","21","","27","728","1","359","33","6","15","0","9","2","41","7793","46","1","0","0","0","0","29","2","0","0","0","0","0","0","0","0","0","2022-02-14 10:32:27","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6269","20","1","21","20"
"2371","1","21","","27","728","1","359","33","6","15","0","9","2","41","7795","46","1","0","0","0","0","69","2","0","0","0","0","0","0","0","0","0","2022-02-21 08:19:18","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6292","20","1","21","20"
"2372","1","21","","27","728","1","359","33","6","15","0","9","2","41","7798","46","1","0","0","0","0","34","2","0","0","0","0","0","0","0","0","0","2022-02-28 10:17:00","0","0","0","0","0","No Company name entered in General Settings","481","BevB","6327","20","1","21","20"
