"useReportID","inactiveStaffCount","allStaffCount","noLicenses","notesCount","advCalllogCount","calllogCount","subTaskCount","appointmentCount","actionsCount","taskReminderCount","fusionClientID","projectTaskCount","ticketCount","versionCount","clientCount","supplierCount","debInvoiceCount","debSalesOrderCount","debCreditNoteCount","debPaymentReceiptCount","debDispatchNoteCount","Searches","debAllCount","crePurchaseOrderCount","creSupplierInvoiceCount","creSupplierCreditNoteCount","creSupplierPaymentCount","creGoodsReceivedNoteCount","creAllCount","CEAcceptedCounts","CECompletedCounts","CEOpenCounts","lastUpdateDate","CERejectedCounts","CEColdCounts","CEExpiredCounts","CEReconciledCounts","CEAllCounts","CompanyName","RevisionNumber","UserName","loginCount","activeUsersCount","inactiveUsersCount","allUsersCount","activeStaffCount"
"1","1","21","50","9","342","1","56","15","6","2","0","9","0","36","6353","42","1","0","0","0","0","47","2","0","0","0","0","0","0","0","0","0","2014-07-18 09:39:03","0","0","0","0","0","Lonehill Community Improvment Initiative","481","JesseV","1086","20","1","21","20"
"2","1","21","50","9","354","1","56","15","6","2","0","9","0","36","6412","42","1","0","0","0","0","76","2","0","0","0","0","0","0","0","0","0","2014-07-28 09:40:12","0","0","0","0","0","Lonehill Community Improvment Initiative","481","JesseV","1113","20","1","21","20"
"3","1","21","50","9","375","1","56","16","6","2","0","9","0","36","6441","42","1","0","0","0","0","238","2","0","0","0","0","0","0","0","0","0","2014-08-04 07:55:52","0","0","0","0","0","Lonehill Community Improvment Initiative","481","JoyL","1158","20","1","21","20"
"4","1","21","50","9","387","1","56","17","6","2","0","9","0","36","6512","42","1","0","0","0","0","203","2","0","0","0","0","0","0","0","0","0","2014-08-11 09:29:47","0","0","0","0","0","Lonehill Community Improvment Initiative","481","JoyL","1184","20","1","21","20"
"5","1","21","50","9","397","1","192","17","6","8","0","9","0","36","6570","42","1","0","0","0","0","230","2","0","0","0","0","0","0","0","0","0","2014-08-18 07:39:59","0","0","0","0","0","Lonehill Community Improvment Initiative","481","JoyL","1212","20","1","21","20"
"6","1","21","50","9","404","1","192","18","6","8","0","9","0","36","6577","42","1","0","0","0","0","230","2","0","0","0","0","0","0","0","0","0","2014-08-25 12:19:08","0","0","0","0","0","Lonehill Community Improvment Initiative","481","JesseV","1229","20","1","21","20"
"7","1","21","50","9","405","1","192","18","6","8","0","9","0","36","6586","42","1","0","0","0","0","195","2","0","0","0","0","0","0","0","0","0","2014-09-01 10:59:44","0","0","0","0","0","Lonehill Community Improvment Initiative","481","KellyB","1238","20","1","21","20"
"8","1","21","50","9","409","1","192","18","6","9","0","9","0","36","6617","42","1","0","0","0","0","299","2","0","0","0","0","0","0","0","0","0","2014-09-08 10:54:12","0","0","0","0","0","Lonehill Community Improvment Initiative","481","JoyL","1252","20","1","21","20"
"10","1","21","50","9","433","1","192","18","6","9","0","9","0","36","6710","42","1","0","0","0","0","485","2","0","0","0","0","0","0","0","0","0","2014-09-25 08:05:22","0","0","0","0","0","Lonehill Community Improvment Initiative","481","BevB","1277","20","1","21","20"
"11","1","21","50","9","440","1","192","18","6","9","0","9","0","36","6712","42","1","0","0","0","0","270","2","0","0","0","0","0","0","0","0","0","2014-10-03 11:22:56","0","0","0","0","0","Lonehill Community Improvment Initiative","481","Avril","1284","20","1","21","20"
"12","1","21","50","14","442","1","192","25","6","9","0","9","1","36","6730","42","1","0","0","0","0","300","2","0","0","0","0","0","0","0","0","0","2014-10-10 08:08:35","0","0","0","0","0","Lonehill Community Improvment Initiative","481","BevB","1310","20","1","21","20"
"13","1","21","50","25","466","1","192","32","6","9","0","9","1","36","6736","42","1","0","0","0","0","268","2","0","0","0","0","0","0","0","0","0","2014-10-17 09:06:41","0","0","0","0","0","Lonehill Community Improvment Initiative","481","JesseV","1330","20","1","21","20"
"14","1","21","50","25","498","1","192","32","6","9","0","9","1","36","6738","42","1","0","0","0","0","105","2","0","0","0","0","0","0","0","0","0","2014-10-24 08:50:56","0","0","0","0","0","Lonehill Community Improvment Initiative","481","BevB","1354","20","1","21","20"
"15","1","21","50","25","512","1","192","32","6","9","0","9","1","36","6741","42","1","0","0","0","0","177","2","0","0","0","0","0","0","0","0","0","2014-10-31 08:37:38","0","0","0","0","0","Lonehill Community Improvment Initiative","481","JoyL","1369","20","1","21","20"
"16","1","21","","25","545","1","192","32","6","9","0","9","1","36","6742","46","1","0","0","0","0","145","2","0","0","0","0","0","0","0","0","0","2014-11-07 09:06:12","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","1398","20","1","21","20"
"17","1","21","","25","575","1","286","32","6","13","0","9","1","36","6742","46","1","0","0","0","0","129","2","0","0","0","0","0","0","0","0","0","2014-11-14 07:33:20","0","0","0","0","0","No Company name entered in General Settings","481","BevB","1423","20","1","21","20"
"18","1","21","","25","593","1","286","32","6","13","0","9","1","36","6741","46","1","0","0","0","0","68","2","0","0","0","0","0","0","0","0","0","2014-11-21 09:41:01","0","0","0","0","0","No Company name entered in General Settings","481","JoyL","1449","20","1","21","20"
"19","1","21","","25","603","1","286","32","6","13","0","9","1","36","6739","46","1","0","0","0","0","137","2","0","0","0","0","0","0","0","0","0","2014-11-28 09:00:54","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","1473","20","1","21","20"
"20","1","21","","25","610","1","286","32","6","13","0","9","1","36","6751","46","1","0","0","0","0","451","2","0","0","0","0","0","0","0","0","0","2014-12-05 09:56:27","0","0","0","0","0","No Company name entered in General Settings","481","Admin","1564","20","1","21","20"
"21","1","21","","25","628","1","286","32","6","13","0","9","1","36","6759","46","1","0","0","0","0","21","2","0","0","0","0","0","0","0","0","0","2014-12-12 09:33:10","0","0","0","0","0","No Company name entered in General Settings","481","BevB","1628","20","1","21","20"
"22","1","21","","25","629","1","286","32","6","13","0","9","1","36","6759","46","1","0","0","0","0","12","2","0","0","0","0","0","0","0","0","0","2014-12-22 08:53:10","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","1636","20","1","21","20"
"23","1","21","","25","629","1","286","32","6","13","0","9","1","36","6759","46","1","0","0","0","0","486","2","0","0","0","0","0","0","0","0","0","2015-01-05 08:07:03","0","0","0","0","0","No Company name entered in General Settings","481","BevB","1641","20","1","21","20"
"24","1","21","","25","637","1","286","32","6","13","0","9","1","36","6761","46","1","0","0","0","0","501","2","0","0","0","0","0","0","0","0","0","2015-01-12 12:11:16","0","0","0","0","0","No Company name entered in General Settings","481","BevB","1675","20","1","21","20"
"25","1","21","","25","641","1","286","32","6","13","0","9","1","36","6769","46","1","0","0","0","0","382","2","0","0","0","0","0","0","0","0","0","2015-01-19 09:27:59","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","1703","20","1","21","20"
"27","1","21","","25","655","1","286","32","6","13","0","9","1","36","6771","46","1","0","0","0","0","517","2","0","0","0","0","0","0","0","0","0","2015-02-02 09:33:08","0","0","0","0","0","No Company name entered in General Settings","481","BevB","1737","20","1","21","20"
"28","1","21","","25","662","1","359","32","6","15","0","9","1","36","6774","46","1","0","0","0","0","652","2","0","0","0","0","0","0","0","0","0","2015-02-09 06:33:40","0","0","0","0","0","No Company name entered in General Settings","481","DoricaE","1758","20","1","21","20"
"9","1","21","50","9","418","1","192","18","6","9","0","9","0","36","6704","42","1","0","0","0","0","170","2","0","0","0","0","0","0","0","0","0","2014-09-17 11:39:04","0","0","0","0","0","Lonehill Community Improvment Initiative","481","JoyL","1266","20","1","21","20"
"26","1","21","","25","651","1","286","32","6","13","0","9","1","36","6773","46","1","0","0","0","0","285","2","0","0","0","0","0","0","0","0","0","2015-01-26 08:38:19","0","0","0","0","0","No Company name entered in General Settings","481","JoyL","1723","20","1","21","20"
"29","1","21","","26","675","1","359","32","6","15","0","9","1","36","6779","46","1","0","0","0","0","710","2","0","0","0","0","0","0","0","0","0","2015-02-16 07:44:51","0","0","0","0","0","No Company name entered in General Settings","481","JoyL","1784","20","1","21","20"
"30","1","21","","26","682","1","359","32","6","15","0","9","1","36","6785","46","1","0","0","0","0","737","2","0","0","0","0","0","0","0","0","0","2015-02-23 08:57:47","0","0","0","0","0","No Company name entered in General Settings","481","BevB","1801","20","1","21","20"
"31","1","21","","26","689","1","359","32","6","15","0","9","2","36","6787","46","1","0","0","0","0","297","2","0","0","0","0","0","0","0","0","0","2015-03-02 09:51:32","0","0","0","0","0","No Company name entered in General Settings","481","BevB","1837","20","1","21","20"
"32","1","21","","26","691","1","359","32","6","15","0","9","2","38","6794","46","1","0","0","0","0","602","2","0","0","0","0","0","0","0","0","0","2015-03-09 07:48:09","0","0","0","0","0","No Company name entered in General Settings","481","BevB","1907","20","1","21","20"
"33","1","21","","26","700","1","359","32","6","15","0","9","2","38","6796","46","1","0","0","0","0","413","2","0","0","0","0","0","0","0","0","0","2015-03-16 07:03:55","0","0","0","0","0","No Company name entered in General Settings","481","JoyL","1979","20","1","21","20"
"34","1","21","","26","704","1","359","32","6","15","0","9","2","38","6797","46","1","0","0","0","0","51","2","0","0","0","0","0","0","0","0","0","2015-03-23 12:30:46","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2069","20","1","21","20"
"35","1","21","","26","707","1","359","32","6","15","0","9","2","38","6796","46","1","0","0","0","0","111","2","0","0","0","0","0","0","0","0","0","2015-03-30 08:09:39","0","0","0","0","0","No Company name entered in General Settings","481","DoricaE","2080","20","1","21","20"
"36","1","21","","26","710","1","359","32","6","15","0","9","2","38","6797","46","1","0","0","0","0","184","2","0","0","0","0","0","0","0","0","0","2015-04-07 07:28:54","0","0","0","0","0","No Company name entered in General Settings","481","DoricaE","2097","20","1","21","20"
"37","1","21","","26","717","1","359","32","6","15","0","9","2","38","6795","46","1","0","0","0","0","214","2","0","0","0","0","0","0","0","0","0","2015-04-14 10:55:47","0","0","0","0","0","No Company name entered in General Settings","481","DoricaE","2121","20","1","21","20"
"38","1","21","","26","717","1","359","32","6","15","0","9","2","38","6797","46","1","0","0","0","0","252","2","0","0","0","0","0","0","0","0","0","2015-04-22 07:29:46","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2134","20","1","21","20"
"39","1","21","","26","722","1","359","32","6","15","0","9","2","38","6802","46","1","0","0","0","0","85","2","0","0","0","0","0","0","0","0","0","2015-05-05 14:04:31","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2146","20","1","21","20"
"40","1","21","","26","724","1","359","32","6","15","0","9","2","38","6804","46","1","0","0","0","0","185","2","0","0","0","0","0","0","0","0","0","2015-05-12 08:35:44","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2151","20","1","21","20"
"41","1","21","","26","724","1","359","32","6","15","0","9","2","38","6808","46","1","0","0","0","0","134","2","0","0","0","0","0","0","0","0","0","2015-05-20 08:56:38","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2156","20","1","21","20"
"42","1","21","","26","725","1","359","32","6","15","0","9","2","38","6813","46","1","0","0","0","0","263","2","0","0","0","0","0","0","0","0","0","2015-05-27 10:28:52","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2163","20","1","21","20"
"43","1","21","","26","727","1","359","32","6","15","0","9","2","38","6822","46","1","0","0","0","0","169","2","0","0","0","0","0","0","0","0","0","2015-06-04 07:45:32","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2167","20","1","21","20"
"44","1","21","","26","727","1","359","32","6","15","0","9","2","38","6822","46","1","0","0","0","0","275","2","0","0","0","0","0","0","0","0","0","2015-06-11 07:46:25","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2173","20","1","21","20"
"45","1","21","","26","727","1","359","32","6","15","0","9","2","38","6834","46","1","0","0","0","0","336","2","0","0","0","0","0","0","0","0","0","2015-06-18 07:43:18","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2181","20","1","21","20"
"46","1","21","","26","727","1","359","32","6","15","0","9","2","38","6842","46","1","0","0","0","0","298","2","0","0","0","0","0","0","0","0","0","2015-06-25 11:56:15","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2197","20","1","21","20"
"47","1","21","","26","727","1","359","32","6","15","0","9","2","38","6845","46","1","0","0","0","0","96","2","0","0","0","0","0","0","0","0","0","2015-07-02 07:32:58","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2200","20","1","21","20"
"48","1","21","","26","727","1","359","32","6","15","0","9","2","38","6847","46","1","0","0","0","0","174","2","0","0","0","0","0","0","0","0","0","2015-07-09 12:01:02","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2203","20","1","21","20"
"49","1","21","","26","727","1","359","32","6","15","0","9","2","38","6850","46","1","0","0","0","0","119","2","0","0","0","0","0","0","0","0","0","2015-07-16 07:44:06","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2212","20","1","21","20"
"50","1","21","","26","727","1","359","32","6","15","0","9","2","38","6850","46","1","0","0","0","0","95","2","0","0","0","0","0","0","0","0","0","2015-07-27 08:14:42","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2218","20","1","21","20"
"51","1","21","","26","727","1","359","32","6","15","0","9","2","38","6852","46","1","0","0","0","0","80","2","0","0","0","0","0","0","0","0","0","2015-08-03 14:38:46","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2224","20","1","21","20"
"52","1","21","","26","727","1","359","32","6","15","0","9","2","38","6854","46","1","0","0","0","0","165","2","0","0","0","0","0","0","0","0","0","2015-08-11 08:08:53","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2227","20","1","21","20"
"53","1","21","","26","727","1","359","32","6","15","0","9","2","38","6862","46","1","0","0","0","0","137","2","0","0","0","0","0","0","0","0","0","2015-08-18 11:47:07","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2232","20","1","21","20"
"54","1","21","","26","727","1","359","32","6","15","0","9","2","38","6865","46","1","0","0","0","0","347","2","0","0","0","0","0","0","0","0","0","2015-08-25 13:32:37","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2248","20","1","21","20"
"55","1","21","","26","727","1","359","32","6","15","0","9","2","38","6869","46","1","0","0","0","0","199","2","0","0","0","0","0","0","0","0","0","2015-09-01 16:21:54","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2254","20","1","21","20"
"56","1","21","","26","727","1","359","32","6","15","0","9","2","38","6879","46","1","0","0","0","0","470","2","0","0","0","0","0","0","0","0","0","2015-09-09 08:16:16","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2259","20","1","21","20"
"57","1","21","","26","727","1","359","32","6","15","0","9","2","38","6883","46","1","0","0","0","0","211","2","0","0","0","0","0","0","0","0","0","2015-09-16 10:15:48","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2266","20","1","21","20"
"58","1","21","","26","727","1","359","32","6","15","0","9","2","38","6886","46","1","0","0","0","0","75","2","0","0","0","0","0","0","0","0","0","2015-09-23 10:12:21","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2274","20","1","21","20"
"59","1","21","","26","727","1","359","32","6","15","0","9","2","38","6888","46","1","0","0","0","0","48","2","0","0","0","0","0","0","0","0","0","2015-09-30 09:07:35","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2279","20","1","21","20"
"60","1","21","","26","727","1","359","32","6","15","0","9","2","38","6888","46","1","0","0","0","0","127","2","0","0","0","0","0","0","0","0","0","2015-10-07 08:12:14","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2291","20","1","21","20"
"61","1","21","","26","727","1","359","32","6","15","0","9","2","38","6895","46","1","0","0","0","0","23","2","0","0","0","0","0","0","0","0","0","2015-10-14 11:30:01","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2297","20","1","21","20"
"62","1","21","","26","727","1","359","32","6","15","0","9","2","38","6895","46","1","0","0","0","0","55","2","0","0","0","0","0","0","0","0","0","2015-10-21 09:15:11","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2304","20","1","21","20"
"63","1","21","","26","727","1","359","32","6","15","0","9","2","38","6895","46","1","0","0","0","0","38","2","0","0","0","0","0","0","0","0","0","2015-10-28 07:54:47","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2322","20","1","21","20"
"64","1","21","","26","727","1","359","32","6","15","0","9","2","38","6895","46","1","0","0","0","0","99","2","0","0","0","0","0","0","0","0","0","2015-11-04 14:41:04","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2340","20","1","21","20"
"65","1","21","","26","727","1","359","32","6","15","0","9","2","38","6895","46","1","0","0","0","0","174","2","0","0","0","0","0","0","0","0","0","2015-11-11 13:50:12","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2362","20","1","21","20"
"66","1","21","","26","727","1","359","32","6","15","0","9","2","38","6898","46","1","0","0","0","0","363","2","0","0","0","0","0","0","0","0","0","2015-11-18 09:20:32","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2378","20","1","21","20"
"67","1","21","","26","727","1","359","32","6","15","0","9","2","38","6910","46","1","0","0","0","0","102","2","0","0","0","0","0","0","0","0","0","2015-11-25 12:40:34","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2391","20","1","21","20"
"68","1","21","","26","727","1","359","32","6","15","0","9","2","38","6917","46","1","0","0","0","0","166","2","0","0","0","0","0","0","0","0","0","2015-12-02 08:53:25","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2400","20","1","21","20"
"69","1","21","","26","727","1","359","32","6","15","0","9","2","38","6922","46","1","0","0","0","0","123","2","0","0","0","0","0","0","0","0","0","2015-12-09 09:23:01","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2411","20","1","21","20"
"70","1","21","","26","727","1","359","32","6","15","0","9","2","39","6923","46","1","0","0","0","0","55","2","0","0","0","0","0","0","0","0","0","2015-12-17 07:21:33","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2415","20","1","21","20"
"71","1","21","","26","727","1","359","32","6","15","0","9","2","39","6924","46","1","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","2015-12-24 09:12:32","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2429","20","1","21","20"
"72","1","21","","26","727","1","359","32","6","15","0","9","2","39","6924","46","1","0","0","0","0","20","2","0","0","0","0","0","0","0","0","0","2016-01-04 10:11:46","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2432","20","1","21","20"
"73","1","21","","26","727","1","359","32","6","15","0","9","2","39","6924","46","1","0","0","0","0","244","2","0","0","0","0","0","0","0","0","0","2016-01-11 09:59:15","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2435","20","1","21","20"
"74","1","21","","26","727","1","359","32","6","15","0","9","2","39","6933","46","1","0","0","0","0","92","2","0","0","0","0","0","0","0","0","0","2016-01-19 08:19:50","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2451","20","1","21","20"
"75","1","21","","26","727","1","359","32","6","15","0","9","2","39","6934","46","1","0","0","0","0","379","2","0","0","0","0","0","0","0","0","0","2016-01-26 08:20:31","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2465","20","1","21","20"
"77","1","21","","26","727","1","359","32","6","15","0","9","2","39","6940","46","1","0","0","0","0","147","2","0","0","0","0","0","0","0","0","0","2016-02-09 08:44:39","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2478","20","1","21","20"
"78","1","21","","26","727","1","359","32","6","15","0","9","2","39","6946","46","1","0","0","0","0","143","2","0","0","0","0","0","0","0","0","0","2016-02-16 07:35:01","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2489","20","1","21","20"
"79","1","21","","26","727","1","359","32","6","15","0","9","2","39","6948","46","1","0","0","0","0","136","2","0","0","0","0","0","0","0","0","0","2016-02-23 08:41:36","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2498","20","1","21","20"
"76","1","21","","26","727","1","359","32","6","15","0","9","2","39","6939","46","1","0","0","0","0","34","2","0","0","0","0","0","0","0","0","0","2016-02-02 15:14:32","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2471","20","1","21","20"
"80","1","21","","26","727","1","359","32","6","15","0","9","2","39","6949","46","1","0","0","0","0","200","2","0","0","0","0","0","0","0","0","0","2016-03-01 14:10:41","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2514","20","1","21","20"
"81","1","21","","26","727","1","359","32","6","15","0","9","2","39","6951","46","1","0","0","0","0","238","2","0","0","0","0","0","0","0","0","0","2016-03-08 09:02:03","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2524","20","1","21","20"
"82","1","21","","26","727","1","359","32","6","15","0","9","2","39","6957","46","1","0","0","0","0","82","2","0","0","0","0","0","0","0","0","0","2016-03-16 09:14:53","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2535","20","1","21","20"
"83","1","21","","26","727","1","359","32","6","15","0","9","2","39","6957","46","1","0","0","0","0","124","2","0","0","0","0","0","0","0","0","0","2016-03-23 12:30:00","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2545","20","1","21","20"
"84","1","21","","26","727","1","359","32","6","15","0","9","2","39","6959","46","1","0","0","0","0","152","2","0","0","0","0","0","0","0","0","0","2016-03-30 12:25:59","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2548","20","1","21","20"
"85","1","21","","26","727","1","359","32","6","15","0","9","2","39","6960","46","1","0","0","0","0","232","2","0","0","0","0","0","0","0","0","0","2016-04-06 11:05:41","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2557","20","1","21","20"
"86","1","21","","26","727","1","359","32","6","15","0","9","2","39","6963","46","1","0","0","0","0","373","2","0","0","0","0","0","0","0","0","0","2016-04-13 12:54:53","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2565","20","1","21","20"
"87","1","21","","26","727","1","359","32","6","15","0","9","2","39","6964","46","1","0","0","0","0","500","2","0","0","0","0","0","0","0","0","0","2016-04-20 09:42:37","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2572","20","1","21","20"
"88","1","21","","26","727","1","359","32","6","15","0","9","2","39","6968","46","1","0","0","0","0","332","2","0","0","0","0","0","0","0","0","0","2016-05-03 09:27:25","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2578","20","1","21","20"
"89","1","21","","26","727","1","359","32","6","15","0","9","2","39","6977","46","1","0","0","0","0","160","2","0","0","0","0","0","0","0","0","0","2016-05-10 12:40:45","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2584","20","1","21","20"
"91","1","21","","26","727","1","359","32","6","15","0","9","2","39","6980","46","1","0","0","0","0","105","2","0","0","0","0","0","0","0","0","0","2016-05-24 07:33:06","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2599","20","1","21","20"
"92","1","21","","26","727","1","359","32","6","15","0","9","2","39","6983","46","1","0","0","0","0","265","2","0","0","0","0","0","0","0","0","0","2016-05-31 06:38:33","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2611","20","1","21","20"
"93","1","21","","26","727","1","359","32","6","15","0","9","2","39","6981","46","1","0","0","0","0","98","2","0","0","0","0","0","0","0","0","0","2016-06-07 08:54:43","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2624","20","1","21","20"
"94","1","21","","26","727","1","359","32","6","15","0","9","2","39","6982","46","1","0","0","0","0","87","2","0","0","0","0","0","0","0","0","0","2016-06-14 08:13:16","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2634","20","1","21","20"
"95","1","21","","26","727","1","359","32","6","15","0","9","2","39","6982","46","1","0","0","0","0","139","2","0","0","0","0","0","0","0","0","0","2016-06-21 06:39:56","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2640","20","1","21","20"
"96","1","21","","26","727","1","359","32","6","15","0","9","2","39","6983","46","1","0","0","0","0","183","2","0","0","0","0","0","0","0","0","0","2016-06-28 07:13:46","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2648","20","1","21","20"
"97","1","21","","26","727","1","359","32","6","15","0","9","2","39","6988","46","1","0","0","0","0","86","2","0","0","0","0","0","0","0","0","0","2016-07-05 08:25:05","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2660","20","1","21","20"
"98","1","21","","26","727","1","359","32","6","15","0","9","2","39","6988","46","1","0","0","0","0","93","2","0","0","0","0","0","0","0","0","0","2016-07-12 07:30:26","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2673","20","1","21","20"
"99","1","21","","26","727","1","359","32","6","15","0","9","2","39","6989","46","1","0","0","0","0","226","2","0","0","0","0","0","0","0","0","0","2016-07-19 08:17:18","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2685","20","1","21","20"
"100","1","21","","26","727","1","359","32","6","15","0","9","2","39","6993","46","1","0","0","0","0","50","2","0","0","0","0","0","0","0","0","0","2016-07-26 11:08:18","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2693","20","1","21","20"
"101","1","21","","26","727","1","359","32","6","15","0","9","2","39","6993","46","1","0","0","0","0","40","2","0","0","0","0","0","0","0","0","0","2016-08-02 08:56:05","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2701","20","1","21","20"
"102","1","21","","26","727","1","359","32","6","15","0","9","2","39","6993","46","1","0","0","0","0","157","2","0","0","0","0","0","0","0","0","0","2016-08-10 08:22:29","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2705","20","1","21","20"
"103","1","21","","26","727","1","359","32","6","15","0","9","2","39","7002","46","1","0","0","0","0","170","2","0","0","0","0","0","0","0","0","0","2016-08-17 08:13:36","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2715","20","1","21","20"
"105","1","21","","26","727","1","359","32","6","15","0","9","2","39","7005","46","1","0","0","0","0","210","2","0","0","0","0","0","0","0","0","0","2016-08-31 14:16:00","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2730","20","1","21","20"
"106","1","21","","26","727","1","359","32","6","15","0","9","2","39","7009","46","1","0","0","0","0","207","2","0","0","0","0","0","0","0","0","0","2016-09-07 07:01:43","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2739","20","1","21","20"
"90","1","21","","26","727","1","359","32","6","15","0","9","2","39","6978","46","1","0","0","0","0","150","2","0","0","0","0","0","0","0","0","0","2016-05-17 09:40:42","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2590","20","1","21","20"
"104","1","21","","26","727","1","359","32","6","15","0","9","2","39","7004","46","1","0","0","0","0","98","2","0","0","0","0","0","0","0","0","0","2016-08-24 11:04:36","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2726","20","1","21","20"
"107","1","21","","26","727","1","359","32","6","15","0","9","2","39","7011","46","1","0","0","0","0","262","2","0","0","0","0","0","0","0","0","0","2016-09-14 06:48:14","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2746","20","1","21","20"
"108","1","21","","26","727","1","359","32","6","15","0","9","2","39","7015","46","1","0","0","0","0","142","2","0","0","0","0","0","0","0","0","0","2016-09-22 10:54:03","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2761","20","1","21","20"
"109","1","21","","26","727","1","359","32","6","15","0","9","2","39","7026","46","1","0","0","0","0","128","2","0","0","0","0","0","0","0","0","0","2016-09-29 09:07:04","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2771","20","1","21","20"
"110","1","21","","26","727","1","359","32","6","15","0","9","2","39","7031","46","1","0","0","0","0","85","2","0","0","0","0","0","0","0","0","0","2016-10-06 08:16:44","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2784","20","1","21","20"
"111","1","21","","26","727","1","359","32","6","15","0","9","2","39","7035","46","1","0","0","0","0","63","2","0","0","0","0","0","0","0","0","0","2016-10-13 08:52:48","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2798","20","1","21","20"
"112","1","21","","26","727","1","359","32","6","15","0","9","2","39","7036","46","1","0","0","0","0","141","2","0","0","0","0","0","0","0","0","0","2016-10-20 08:23:55","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2806","20","1","21","20"
