"OutputID","CalcUsing","DocID","StockID","Qty","SellingQty","ActualQty","Ratio","ContainerID","IsPrimaryOutput","Step","Status","ByProductOfID","ToolID","StockIDTrail","QtyPer"
"1","Qty","13","3063","37.0","37.0","37.0","1.0","4","1","","","","","",""
"2","Qty","14","3045","59.0","59.0","59.0","1.0","4","1","","","","","",""
"3","Qty","15","3050","18.0","18.0","18.0","1.0","4","1","","","","","",""
"4","Qty","43","3115","10.0","10.0","10.0","1.0","3","1","","","","","",""
"5","Qty","44","3174","10.0","10.0","10.0","1.0","3","1","","","","","",""
"6","Qty","45","3180","10.0","10.0","10.0","1.0","3","1","","","","","",""
"7","Qty","46","3061","2.0","2.0","2.0","1.0","4","1","","","","","",""
"8","Qty","47","3073","15.0","15.0","15.0","1.0","4","1","","","","","",""
"9","Qty","48","3046","59.0","59.0","59.0","1.0","4","1","","","","","",""
"10","Qty","49","3102","20.0","20.0","20.0","1.0","4","1","","","","","",""
"11","Qty","50","3046","40.0","40.0","40.0","1.0","4","1","","","","","",""
"12","Qty","51","3046","40.0","40.0","40.0","1.0","4","1","","","","","",""
"13","Qty","52","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"14","Qty","53","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"15","Qty","54","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"16","Qty","55","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"17","Qty","56","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"18","Qty","57","3041","35.0","35.0","35.0","1.0","4","1","","","","","",""
"19","Qty","58","3054","10.0","10.0","10.0","1.0","4","1","","","","","",""
"20","Qty","59","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"21","Qty","60","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"22","Qty","61","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"23","Qty","62","3063","40.0","40.0","40.0","1.0","4","1","","","","","",""
"24","Qty","63","3050","25.0","25.0","25.0","1.0","4","1","","","","","",""
"25","Qty","64","3103","10.0","10.0","10.0","1.0","4","1","","","","","",""
"26","Qty","65","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"27","Qty","66","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"28","Qty","67","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"29","Qty","68","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"30","Qty","69","3116","10.0","10.0","10.0","1.0","4","1","","","","","",""
"31","Qty","70","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"32","Qty","74","3144","1000.0","1000.0","1000.0","1.0","4","1","","","","","",""
"33","Qty","75","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"34","Qty","76","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"35","Qty","77","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"36","Qty","78","3052","20.0","20.0","20.0","1.0","4","1","","","","","",""
"37","Qty","79","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"38","Qty","80","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"39","Qty","82","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"40","Qty","83","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"41","Qty","84","3103","10.0","10.0","10.0","1.0","4","1","","","","","",""
"42","Qty","85","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"43","Qty","86","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"44","Qty","87","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"45","Qty","88","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"46","Qty","89","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"47","Qty","90","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"48","Qty","91","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"49","Qty","92","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"50","Qty","93","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"51","Qty","94","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"52","Qty","95","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"53","Qty","96","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"54","Qty","97","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"55","Qty","98","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"56","Qty","99","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"57","Qty","100","3101","10.0","10.0","10.0","1.0","4","1","","","","","",""
"58","Qty","101","3073","25.0","25.0","25.0","1.0","4","1","","","","","",""
"59","Qty","102","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"60","Qty","103","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"61","Qty","104","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"62","Qty","105","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"63","Qty","107","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"64","Qty","108","3047","12.0","12.0","12.0","1.0","4","1","","","","","",""
"65","Qty","109","3101","10.0","10.0","10.0","1.0","4","1","","","","","",""
"66","Qty","110","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"67","Qty","111","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"68","Qty","112","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"69","Qty","113","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"70","Qty","114","3058","14.0","14.0","14.0","1.0","4","1","","","","","",""
"71","Qty","115","3073","15.0","15.0","15.0","1.0","4","1","","","","","",""
"72","Qty","116","3127","20.0","20.0","20.0","1.0","4","1","","","","","",""
"73","Qty","117","3127","20.0","20.0","20.0","1.0","4","1","","","","","",""
"74","Qty","118","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"75","Qty","119","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"76","Qty","120","3378","25.0","25.0","25.0","1.0","4","1","","","","","",""
"77","Qty","121","3378","25.0","25.0","25.0","1.0","4","1","","","","","",""
"78","Qty","122","3113","5.0","5.0","5.0","1.0","4","1","","","","","",""
"79","Qty","123","3047","5.0","5.0","5.0","1.0","4","1","","","","","",""
"80","Qty","124","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"81","Qty","125","3133","25.0","25.0","25.0","1.0","4","1","","","","","",""
"82","Qty","16","3052","14.0","14.0","14.0","1.0","4","1","","","","","",""
"83","Qty","17","3042","2.0","2.0","2.0","1.0","4","1","","","","","",""
"84","Qty","18","3071","65.0","65.0","65.0","1.0","4","1","","","","","",""
"85","Qty","19","3073","21.0","21.0","21.0","1.0","4","1","","","","","",""
"86","Qty","20","3101","15.0","15.0","15.0","1.0","4","1","","","","","",""
"87","Qty","21","3102","8.0","8.0","8.0","1.0","4","1","","","","","",""
"88","Qty","22","3107","52.0","52.0","52.0","1.0","4","1","","","","","",""
"89","Qty","23","3109","67.0","67.0","67.0","1.0","4","1","","","","","",""
"90","Qty","24","3121","14.0","14.0","14.0","1.0","4","1","","","","","",""
"91","Qty","25","3122","15.0","15.0","15.0","1.0","4","1","","","","","",""
"92","Qty","26","3125","21.0","21.0","21.0","1.0","4","1","","","","","",""
"93","Qty","27","3124","25.0","25.0","25.0","1.0","4","1","","","","","",""
"94","Qty","28","3127","16.0","16.0","16.0","1.0","4","1","","","","","",""
"95","Qty","29","3133","18.0","18.0","18.0","1.0","4","1","","","","","",""
"96","Qty","30","3135","32.0","32.0","32.0","1.0","4","1","","","","","",""
"97","Qty","31","3136","14.0","14.0","14.0","1.0","4","1","","","","","",""
"98","Qty","32","3137","10.0","10.0","10.0","1.0","4","1","","","","","",""
"99","Qty","33","3140","25.0","25.0","25.0","1.0","4","1","","","","","",""
"100","Qty","34","3130","7.0","7.0","7.0","1.0","4","1","","","","","",""
"101","Qty","35","3148","6.0","6.0","6.0","1.0","4","1","","","","","",""
"102","Qty","36","3202","30.0","30.0","30.0","1.0","4","1","","","","","",""
"103","Qty","37","3111","80.0","80.0","80.0","1.0","4","1","","","","","",""
"104","Qty","38","3073","15.0","15.0","15.0","1.0","4","1","","","","","",""
"105","Qty","39","3115","10.0","10.0","10.0","1.0","4","1","","","","","",""
"106","Qty","40","3006","70.0","70.0","70.0","1.0","4","1","","","","","",""
"107","Qty","41","3174","10.0","10.0","10.0","1.0","4","1","","","","","",""
"108","Qty","42","3180","10.0","10.0","10.0","1.0","4","1","","","","","",""
"109","Qty","106","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"110","Qty","126","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"111","Qty","127","3050","50.0","50.0","50.0","1.0","4","1","","","","","",""
"112","Qty","128","3073","50.0","50.0","50.0","1.0","4","1","","","","","",""
"113","Qty","130","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"114","Qty","131","3052","20.0","20.0","20.0","1.0","4","1","","","","","",""
"115","Qty","132","3028","10.0","10.0","10.0","1.0","4","1","","","","","",""
"116","Qty","133","3078","10.0","10.0","10.0","1.0","4","1","","","","","",""
"117","Qty","134","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"118","Qty","135","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"119","Qty","136","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"120","Qty","137","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"121","Qty","138","3047","8.0","8.0","8.0","1.0","4","1","","","","","",""
"122","Qty","139","3109","25.0","25.0","25.0","1.0","4","1","","","","","",""
"123","Qty","140","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"124","Qty","141","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"125","Qty","142","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"126","Qty","143","3084","25.0","25.0","25.0","1.0","4","1","","","","","",""
"127","Qty","144","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"128","Qty","145","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"129","Qty","146","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"130","Qty","147","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"131","Qty","148","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"132","Qty","149","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"133","Qty","150","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"134","Qty","151","3048","15.0","15.0","15.0","1.0","4","1","","","","","",""
"135","Qty","152","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"136","Qty","153","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"137","Qty","154","3048","15.0","15.0","15.0","1.0","4","1","","","","","",""
"138","Qty","155","3084","25.0","25.0","25.0","1.0","4","1","","","","","",""
"139","Qty","171","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"140","Qty","172","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"141","Qty","193","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"142","Qty","194","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"143","Qty","195","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"144","Qty","196","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"145","Qty","197","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"146","Qty","198","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"147","Qty","199","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"148","Qty","201","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"149","Qty","202","3116","20.0","20.0","20.0","1.0","4","1","","","","","",""
"150","Qty","203","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"151","Qty","204","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"152","Qty","210","3202","10.0","10.0","10.0","1.0","4","1","","","","","",""
"153","Qty","213","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"154","Qty","214","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"155","Qty","215","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"156","Qty","216","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"157","Qty","217","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"158","Qty","218","3007","10.0","10.0","10.0","1.0","4","1","","","","","",""
"159","Qty","219","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"160","Qty","220","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"161","Qty","221","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"162","Qty","222","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"163","Qty","71","3052","20.0","20.0","20.0","1.0","4","1","","","","","",""
"164","Qty","72","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"165","Qty","73","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"166","Qty","81","3378","25.0","25.0","25.0","1.0","4","1","","","","","",""
"167","Qty","129","3048","15.0","15.0","15.0","1.0","4","1","","","","","",""
"168","Qty","156","3071","50.0","50.0","50.0","1.0","4","1","","","","","",""
"169","Qty","173","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"170","Qty","205","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"171","Qty","206","3058","27.0","27.0","27.0","1.0","4","1","","","","","",""
"172","Qty","211","3113","10.0","10.0","10.0","1.0","4","1","","","","","",""
"173","Qty","212","3047","10.0","10.0","10.0","1.0","4","1","","","","","",""
"174","Qty","223","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"175","Qty","224","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"176","Qty","225","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"177","Qty","226","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"178","Qty","227","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"179","Qty","228","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"180","Qty","229","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"181","Qty","230","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"182","Qty","231","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"183","Qty","232","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"184","Qty","233","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"185","Qty","234","3088","10.0","10.0","10.0","1.0","4","1","","","","","",""
"186","Qty","235","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"187","Qty","236","3101","10.0","10.0","10.0","1.0","4","1","","","","","",""
"188","Qty","237","3107","25.0","25.0","25.0","1.0","4","1","","","","","",""
"189","Qty","238","3101","10.0","10.0","10.0","1.0","4","1","","","","","",""
"190","Qty","239","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"191","Qty","240","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"192","Qty","241","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"193","Qty","242","3107","25.0","25.0","25.0","1.0","4","1","","","","","",""
"194","Qty","243","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"195","Qty","244","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"196","Qty","245","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"197","Qty","246","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"198","Qty","247","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"199","Qty","248","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"200","Qty","249","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"201","Qty","250","3102","10.0","10.0","10.0","1.0","4","1","","","","","",""
"202","Qty","251","3102","10.0","10.0","10.0","1.0","4","1","","","","","",""
"203","Qty","252","3050","25.0","25.0","25.0","1.0","4","1","","","","","",""
"204","Qty","253","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"205","Qty","254","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"206","Qty","255","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"207","Qty","256","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"208","Qty","257","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"209","Qty","258","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"210","Qty","259","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"211","Qty","260","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"212","Qty","261","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"213","Qty","262","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"214","Qty","263","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"215","Qty","264","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"216","Qty","265","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"217","Qty","266","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"218","Qty","268","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"219","Qty","269","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"220","Qty","270","3095","50.0","50.0","50.0","1.0","4","1","","","","","",""
"221","Qty","271","3095","50.0","50.0","50.0","1.0","4","1","","","","","",""
"222","Qty","272","3078","40.0","40.0","40.0","1.0","4","1","","","","","",""
"223","Qty","273","3179","40.0","40.0","40.0","1.0","4","1","","","","","",""
"224","Qty","274","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"225","Qty","275","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"226","Qty","276","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"227","Qty","277","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"228","Qty","278","3073","25.0","25.0","25.0","1.0","4","1","","","","","",""
"229","Qty","279","3058","25.0","25.0","25.0","1.0","4","1","","","","","",""
"230","Qty","280","3058","25.0","25.0","25.0","1.0","4","1","","","","","",""
"231","Qty","281","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"232","Qty","324","3116","35.0","35.0","35.0","1.0","4","1","","","","","",""
"233","Qty","325","3102","10.0","10.0","10.0","1.0","4","1","","","","","",""
"234","Qty","326","3102","10.0","10.0","10.0","1.0","4","1","","","","","",""
"235","Qty","327","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"236","Qty","328","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"237","Qty","329","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"238","Qty","330","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"239","Qty","331","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"240","Qty","332","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"241","Qty","333","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"242","Qty","334","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"243","Qty","157","3063","20.0","20.0","20.0","1.0","4","1","","","","","",""
"244","Qty","158","3097","25.0","25.0","25.0","1.0","4","1","","","","","",""
"245","Qty","159","3097","25.0","25.0","25.0","1.0","4","1","","","","","",""
"246","Qty","160","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"247","Qty","161","3073","25.0","25.0","25.0","1.0","4","1","","","","","",""
"248","Qty","162","3073","25.0","25.0","25.0","1.0","4","1","","","","","",""
"249","Qty","163","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"250","Qty","164","3097","25.0","25.0","25.0","1.0","4","1","","","","","",""
"251","Qty","165","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"252","Qty","166","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"253","Qty","167","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"254","Qty","168","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"255","Qty","169","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"256","Qty","170","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"257","Qty","282","3095","30.0","30.0","30.0","1.0","4","1","","","","","",""
"258","Qty","283","3033","50.0","50.0","50.0","1.0","4","1","","","","","",""
"259","Qty","335","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"260","Qty","336","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"261","Qty","337","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"262","Qty","338","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"263","Qty","339","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"264","Qty","340","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"265","Qty","341","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"266","Qty","350","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"267","Qty","351","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"268","Qty","352","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"269","Qty","353","3168","100.0","100.0","100.0","1.0","4","1","","","","","",""
"270","Qty","357","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"271","Qty","358","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"272","Qty","359","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"273","Qty","360","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"274","Qty","361","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"275","Qty","362","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"276","Qty","363","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"277","Qty","364","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"278","Qty","365","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"279","Qty","366","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"280","Qty","367","3111","20.0","20.0","20.0","1.0","4","1","","","","","",""
"281","Qty","368","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"282","Qty","369","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"283","Qty","370","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"284","Qty","371","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"285","Qty","372","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"286","Qty","373","3102","10.0","10.0","10.0","1.0","4","1","","","","","",""
"287","Qty","374","3102","10.0","10.0","10.0","1.0","4","1","","","","","",""
"288","Qty","375","3102","10.0","10.0","10.0","1.0","4","1","","","","","",""
"289","Qty","376","3102","10.0","10.0","10.0","1.0","4","1","","","","","",""
"290","Qty","377","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"291","Qty","378","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"292","Qty","379","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"293","Qty","380","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"294","Qty","381","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"295","Qty","382","3122","20.0","20.0","20.0","1.0","4","1","","","","","",""
"296","Qty","383","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"297","Qty","384","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"298","Qty","385","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"299","Qty","386","3341","20.0","20.0","20.0","1.0","4","1","","","","","",""
"300","Qty","387","3113","20.0","20.0","20.0","1.0","4","1","","","","","",""
"301","Qty","388","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"302","Qty","389","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"303","Qty","390","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"304","Qty","391","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"305","Qty","392","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"306","Qty","393","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"307","Qty","394","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"308","Qty","396","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"309","Qty","397","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"310","Qty","398","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"311","Qty","399","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"312","Qty","400","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"313","Qty","401","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"314","Qty","402","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"315","Qty","403","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"316","Qty","404","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"317","Qty","405","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"318","Qty","406","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"319","Qty","407","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"320","Qty","408","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"321","Qty","174","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"322","Qty","175","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"323","Qty","179","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"324","Qty","180","3052","25.0","25.0","25.0","1.0","4","1","","","","","",""
"325","Qty","181","3058","25.0","25.0","25.0","1.0","4","1","","","","","",""
"326","Qty","182","3058","25.0","25.0","25.0","1.0","4","1","","","","","",""
"327","Qty","183","3058","25.0","25.0","25.0","1.0","4","1","","","","","",""
"328","Qty","184","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"329","Qty","185","3058","25.0","25.0","25.0","1.0","4","1","","","","","",""
"330","Qty","186","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"331","Qty","187","3113","5.0","5.0","5.0","1.0","4","1","","","","","",""
"332","Qty","188","3047","5.0","5.0","5.0","1.0","4","1","","","","","",""
"333","Qty","189","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"334","Qty","190","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"335","Qty","191","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"336","Qty","192","3102","10.0","10.0","10.0","1.0","4","1","","","","","",""
"337","Qty","200","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"338","Qty","267","3109","20.0","20.0","20.0","1.0","4","1","","","","","",""
"339","Qty","284","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"340","Qty","285","3046","20.0","20.0","20.0","1.0","4","1","","","","","",""
"341","Qty","286","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"342","Qty","287","3068","20.0","20.0","20.0","1.0","4","1","","","","","",""
"343","Qty","288","3341","10.0","10.0","10.0","1.0","4","1","","","","","",""
"344","Qty","289","3171","10.0","10.0","10.0","1.0","4","1","","","","","",""
"345","Qty","290","3006","35.0","35.0","35.0","1.0","4","1","","","","","",""
"346","Qty","291","3006","35.0","35.0","35.0","1.0","4","1","","","","","",""
"347","Qty","292","3007","10.0","10.0","10.0","1.0","4","1","","","","","",""
"348","Qty","293","3008","10.0","10.0","10.0","1.0","4","1","","","","","",""
"349","Qty","294","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"350","Qty","295","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"351","Qty","296","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"352","Qty","297","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"353","Qty","298","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"354","Qty","299","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"355","Qty","300","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
"356","Qty","301","3047","20.0","20.0","20.0","1.0","4","1","","","","","",""
