"EarningID","DocID","StockID","Amount","TaxablePercentage","TaxableValue"
"45","34","66448","15000.0000","100.0",""
"46","34","66451","1000.0000","60.0",""
"47","35","66448","15000.0000","100.0",""
"48","35","66451","1000.0000","60.0",""
"49","36","66448","15000.0000","100.0",""
"50","36","66451","1000.0000","60.0",""
"51","37","66448","15000.0000","100.0",""
"52","37","66451","1000.0000","60.0",""
