"EntityGroupID","EntityID","GroupID"
"85882","69193","6370"
"85886","67098","6364"
"85887","67098","6691"
"85897","67461","6689"
"85977","67910","6684"
"85978","67910","6716"
"86005","69367","6674"
"86097","73763","6674"
"86108","74626","6691"
"86110","70519","6364"
"86113","69335","6364"
"86171","74641","6674"
"86240","74245","6684"
"86266","68070","6364"
"86267","68070","6674"
"86273","70224","6364"
"86278","69986","6364"
"86329","69423","6370"
"86351","67369","6691"
"86365","69389","6370"
"86366","69389","6637"
"86367","69389","6684"
"86368","69389","6716"
"86370","73451","6674"
"86373","69547","6637"
"86378","74158","6674"
"86389","74189","6364"
"86390","74189","6370"
"86395","74635","6364"
"86451","74620","6370"
"86461","67661","6364"
"86473","67051","6370"
"86474","67051","6691"
"86475","67950","6691"
"86502","67112","6637"
"86503","67112","6684"
"86509","74318","6684"
"86518","72379","6364"
"86557","74624","6674"
"86588","71187","6637"
"86589","71187","6674"
"86591","67930","6364"
"86592","67930","6691"
"86598","69792","6674"
"86659","74203","6364"
"86663","69115","6364"
"86664","69491","6364"
"86666","69521","6364"
"86667","69478","6364"
"86668","69478","6370"
"86669","70448","6364"
"86670","69260","6364"
"86671","69260","6370"
"86672","69142","6364"
"86675","69358","6364"
"86676","69399","6364"
"86677","70452","6364"
"86678","69485","6364"
"86679","70418","6364"
"86680","70418","6370"
"86684","70450","6364"
"86685","69300","6364"
"86690","70441","6364"
"86691","70412","6364"
"86692","70412","6370"
"86693","69460","6364"
"86694","70446","6364"
"86716","70395","6637"
"86720","70396","6637"
"86722","74637","6637"
"86723","68283","6691"
"86743","70397","6637"
"86749","70398","6637"
"86752","70399","6370"
"86753","70399","6637"
"86756","70400","6637"
"86758","70402","6637"
"86760","69322","6637"
"86764","69487","6637"
"86766","70403","6637"
"86768","70404","6637"
"86771","68344","6637"
"86775","70406","6637"
"86777","70407","6637"
"86781","74057","6364"
"86782","74057","6674"
"86800","73360","6364"
"86847","72900","6681"
"86868","73375","6681"
"86873","74153","6684"
"86893","67109","6364"
"86894","67109","6691"
"86903","74673","6691"
"86964","74679","6674"
"87131","74333","6674"
"87132","74485","6684"
"87156","67922","6674"
"87161","67533","6637"
"87162","67533","6674"
"87175","73697","6691"
"87199","67980","6716"
"87201","70410","6364"
"87230","71126","6716"
"87233","66860","6691"
"87234","66860","6716"
"87235","73526","6637"
"87240","74053","6691"
"87347","67505","6364"
"87348","67505","6370"
"87349","67505","6691"
"87350","67505","6716"
"87435","74422","6674"
"87451","74353","6674"
"87584","72203","6716"
"87634","73401","6364"
"87635","73401","6674"
"87675","67587","6684"
"87681","74687","6716"
"87719","67259","6364"
"87720","67259","6370"
"87721","67259","6691"
"87749","68075","6674"
"87833","71134","6674"
"87834","67718","6674"
"87857","72155","6637"
"87864","74479","6680"
"87922","70134","6364"
"87948","74362","6364"
"87949","74362","6691"
"87957","74315","6691"
"87967","67359","6674"
"87973","69751","6364"
"87974","67361","6364"
"87975","67361","6674"
"88027","70568","6370"
"88028","70568","6716"
"88048","70602","6370"
"88058","74259","6716"
"88066","74690","6370"
"88137","74671","6674"
"88152","74693","6684"
"88166","70235","6674"
"88190","70579","6364"
"88241","68143","6364"
"88242","68143","6687"
"88281","73471","6364"
"88282","67050","6684"
"88284","71611","6674"
"88294","67029","6364"
"88295","67029","6684"
"88298","67894","6364"
"88299","67894","6684"
"88300","74288","6674"
"88343","67744","6691"
"88345","67439","6684"
"88346","69633","6364"
"88347","69633","6684"
"88351","69424","6364"
"88352","69424","6691"
"88359","67767","6691"
"88372","67431","6364"
"88373","67432","6684"
"88374","73698","6684"
"88390","68148","6687"
"88393","67040","6684"
"88408","67242","6684"
"88409","67837","6684"
"88442","66922","6684"
"88443","74247","6364"
"88448","73907","6364"
"88464","67218","6684"
"88467","69313","6637"
"88471","67792","6637"
"88472","67792","6684"
"88474","73544","6637"
"88475","74240","6637"
"88478","74654","6684"
"88539","74617","6674"
"88563","72902","6691"
"88582","74275","6674"
"88650","72943","6716"
"88677","68200","6364"
"88678","68200","6674"
"88743","70419","6370"
"88766","69168","6674"
"88767","69168","6716"
"88768","73256","6716"
"88769","73260","6716"
"88774","74142","6716"
"88775","73265","6716"
"88776","73266","6364"
"88777","73266","6716"
"88782","73270","6364"
"88783","73270","6716"
"88784","73272","6716"
"88839","67524","6674"
"88859","73268","6364"
"88860","73268","6716"
"88863","69526","6370"
"88864","69526","6716"
"88877","73253","6716"
"88881","70225","6674"
"88902","74531","6691"
"88939","73257","6674"
"88945","69112","6684"
"88958","67178","6364"
"88959","67178","6370"
"88960","67178","6691"
"89035","67550","6674"
"89056","69843","6364"
"89059","69861","6364"
"89060","69865","6637"
"89079","67282","6691"
"89080","67285","6674"
"89118","74598","6716"
"89120","73269","6716"
"89124","74198","6716"
"89141","73800","6684"
"89142","73800","6716"
"89151","67034","6364"
"89152","67034","6684"
"89153","67034","6716"
"89180","67136","6684"
"89184","73261","6716"
"89246","70109","6370"
"89288","69050","6370"
"89289","69050","6691"
"89291","","6364"
"89292","","6691"
"89327","70129","6364"
"89328","70129","6370"
"89329","70129","6716"
"89356","68725","6364"
"89357","68725","6674"
"89368","67165","6364"
"89369","67165","6691"
"89376","67170","6364"
"89377","67170","6684"
"89394","70394","6637"
"89431","67385","6691"
"89463","71279","6674"
"89572","74181","6674"
"89573","74702","6370"
"89574","68262","6683"
"89588","73234","6637"
"89592","66941","6364"
"89593","66941","6370"
"89594","66941","6691"
"89595","66941","6716"
"89608","68167","6674"
"89629","67091","6364"
"89630","67091","6691"
"89651","67569","6370"
"89652","67569","6637"
"89653","67569","6674"
"89658","74719","6370"
"89663","73768","6370"
"89682","74248","6370"
"89689","68001","6370"
"89690","68001","6674"
"89695","74717","6689"
"89700","67624","6364"
"89701","67624","6674"
"89703","74482","6689"
"89704","69337","6364"
"89705","69337","6370"
"89706","69337","6674"
"89707","69337","6716"
"89708","73924","6684"
"89793","73750","6364"
"89799","74101","6370"
"89800","74101","6674"
"89870","66926","6364"
"89871","66926","6370"
"89872","66926","6684"
"89873","66926","6716"
"89900","74633","6691"
"89901","70865","6674"
"89916","74653","6691"
"89929","69644","6637"
"89934","73241","6637"
"89937","74371","6684"
"89968","67700","6637"
"89969","67700","6684"
"89981","74727","6364"
"90003","67445","6370"
"90004","67445","6691"
"90006","70606","6364"
"90007","67406","6364"
"90008","67406","6370"
"90009","67406","6674"
"90020","69557","6637"
"90021","69557","6684"
"90054","67245","6364"
"90055","67245","6674"
"90058","74709","6370"
"90067","69387","6637"
"90068","70508","6637"
"90069","68004","6364"
"90070","68004","6674"
"90071","74706","6716"
"90092","67449","6674"
"90096","74723","6684"
"90097","67811","6370"
"90098","67811","6684"
"90100","70196","6370"
"90105","69507","6637"
"90107","74714","6370"
"90125","73224","6637"
"90149","74220","6689"
"90166","66878","6364"
"90167","66878","6370"
"90168","66878","6684"
"90172","74025","6364"
"90173","74025","6674"
"90174","74025","6716"
"90176","74628","6684"
"90203","69336","6364"
"90207","68052","6674"
"90240","68256","6683"
"90262","69180","6675"
"90263","74194","6684"
"90340","68242","6683"
"90341","68021","6691"
"90350","70864","6370"
"90354","67152","6364"
"90355","67152","6684"
"90358","74035","6681"
"90365","68293","6681"
"90366","69627","6637"
"90373","69579","6637"
"90374","69579","6716"
"90377","67975","6674"
"90378","67975","6716"
"90379","70560","6364"
"90382","70356","6364"
"90383","70356","6674"
"90396","69469","6693"
"90400","69924","6683"
"90401","68373","6364"
"90422","71271","6674"
"90423","67142","6674"
"90448","68285","6683"
"90451","69178","6675"
"90452","68295","6677"
"90455","71289","6364"
"90456","71289","6690"
"90467","71483","6364"
"90468","71483","6370"
"90469","71483","6674"
"90474","67326","6370"
"90475","67326","6716"
"90487","69375","6364"
"90488","69375","6370"
"90489","69375","6716"
"90499","69262","6370"
"90500","69262","6675"
"90510","70709","6370"
"90519","67469","6364"
"90520","67469","6370"
"90521","67469","6684"
"90522","67469","6716"
"90532","73896","6370"
"90536","74093","6637"
"90537","70385","6370"
"90540","67196","6364"
"90541","67196","6691"
"90546","67268","6370"
"90547","67268","6691"
"90574","74223","6674"
"90641","67761","6684"
"90645","72316","6370"
"90651","67401","6364"
"90652","67401","6691"
"90656","74733","6364"
"90666","68279","6683"
"90667","70507","6637"
"90668","70507","6716"
"90671","73760","6637"
"90704","74741","6684"
"90720","74743","6691"
"90726","71476","6674"
"90730","67698","6691"
"90752","68000","6364"
"90753","68000","6674"
"90758","73546","6637"
"90775","73726","6674"
"90794","68234","6681"
"90795","68234","6683"
"90836","74054","6370"
"90837","74054","6691"
"90839","69401","6364"
"90840","69401","6684"
"90860","66886","6684"
"90861","68311","6674"
"90865","69236","6684"
"90881","70518","6370"
"90883","74347","6370"
"90884","74347","6691"
"90900","68176","6674"
"90915","74005","6687"
"90920","74152","6370"
"90937","74145","6370"
"90940","69097","6674"
"90942","67052","6689"
"90961","74737","6674"
"91000","74408","6674"
"91005","74752","6684"
"91012","74169","6370"
"91037","69783","6370"
"91045","67752","6364"
"91046","67752","6370"
"91047","67752","6674"
"91055","69814","6370"
"91060","67224","6364"
"91061","67224","6370"
"91062","67224","6684"
"91063","67224","6716"
"91083","69693","6370"
"91084","69693","6674"
"91085","69693","6716"
"91093","69457","6370"
"91094","69457","6674"
"91109","68194","6364"
"91110","68194","6370"
"91111","68194","6684"
"91113","74664","6370"
"91125","74007","6370"
"91139","74670","6370"
"91140","74670","6691"
"91150","70250","6370"
"91165","68755","6370"
"91197","73593","6364"
"91198","73593","6370"
"91199","73593","6691"
"91232","70310","6370"
"91233","70310","6716"
"91234","70311","6370"
"91241","67293","6370"
"91242","67293","6684"
"91255","70405","6370"
"91256","70405","6637"
"91257","70417","6364"
"91258","70417","6370"
"91259","74372","6364"
"91290","70545","6364"
"91291","70545","6370"
"91292","70545","6716"
"91295","69477","6364"
"91296","69477","6370"
"91307","67579","6364"
"91308","67579","6370"
"91309","67579","6684"
"91313","73450","6681"
"91352","74429","6370"
"91355","70690","6364"
"91356","70690","6370"
"91357","71049","6370"
"91359","67788","6370"
"91360","67788","6674"
"91370","67393","6364"
"91371","67393","6370"
"91372","67393","6684"
"91374","68366","6370"
"91380","74357","6364"
"91381","74357","6370"
"91392","69756","6370"
"91412","71146","6370"
"91486","71018","6364"
"91487","71018","6370"
"91502","67939","6370"
"91503","67939","6689"
"91512","73894","6370"
"91517","73189","6370"
"91518","73189","6637"
"91528","72023","6370"
"91545","69055","6364"
"91546","69055","6370"
"91589","69445","6364"
"91590","69445","6370"
"91591","69445","6716"
"91608","69307","6370"
"91609","69307","6637"
"91610","69307","6684"
"91612","69446","6370"
"91613","69446","6637"
"91615","74394","6370"
"91628","72200","6364"
"91629","72200","6370"
"91632","68169","6370"
"91633","68169","6674"
"91654","74758","6370"
"91655","66846","6364"
"91656","66846","6370"
"91657","66846","6716"
"91675","71181","6370"
"91677","73120","6370"
"91694","74646","6364"
"91695","74646","6370"
"91696","69062","6370"
"91697","67063","6370"
"91698","67063","6637"
"91699","67063","6681"
"91700","69061","6370"
"91701","71413","6716"
"91751","72197","6364"
"91752","72147","6637"
"91755","72985","6364"
"91778","74764","6689"
"91789","69656","6674"
"91790","69400","6364"
"91791","69400","6370"
"91797","73638","6691"
"91800","74740","6674"
"91801","74763","6674"
"91832","66870","6364"
"91833","66870","6370"
"91834","66870","6691"
"91892","67222","6364"
"91893","67222","6684"
"91914","74627","6674"
"91915","68331","6691"
"91922","66873","6684"
"92008","74735","6674"
"92053","67126","6370"
"92054","67126","6691"
"92059","72218","6637"
"92090","74487","6691"
"92109","73340","6364"
"92110","73340","6370"
"92111","73340","6716"
"92122","68726","6691"
"92123","68258","6683"
"92137","67156","6370"
"92138","67156","6681"
"92174","72950","6674"
"92199","70213","6364"
"92200","70213","6716"
"92203","68229","6681"
"92204","68229","6683"
"92232","69418","6364"
"92233","69418","6684"
"92238","74778","6680"
"92284","74685","6364"
"92302","74085","6677"
"92303","74085","6681"
"92310","68246","6683"
"92342","67822","6370"
"92343","67822","6684"
"92378","67710","6684"
"92453","67586","6691"
"92473","74787","6370"
"92484","74526","6364"
"92530","73491","6364"
"92531","73491","6716"
"92533","74748","6691"
"92534","73312","6684"
"92559","70181","6364"
"92592","74779","6364"
"92594","70035","6364"
"92635","74772","6691"
"92682","71610","6674"
"92702","66978","6364"
"92703","66978","6370"
"92724","74650","6674"
"92781","68253","6683"
"92782","69576","6364"
"92783","74243","6689"
"92845","69325","6364"
"92922","70457","6637"
"92925","74108","6684"
"92926","74750","6364"
"92927","69233","6364"
"92938","67380","6370"
"92939","67380","6691"
"92978","74561","6364"
"92979","74561","6370"
"92980","74561","6674"
"93053","73251","6716"
"93075","74793","6674"
"93081","74801","6681"
"93086","70280","6364"
"93089","70363","6364"
"93090","70363","6370"
"93099","74795","6364"
"93112","69293","6364"
"93120","74343","6637"
"93127","69696","6364"
"93128","69696","6370"
"93150","73085","6370"
"93153","74803","6364"
"93155","74802","6364"
"93196","68213","6691"
"93271","67352","6364"
"93272","67352","6674"
"93281","69516","6370"
"93282","69516","6637"
"93295","74059","6637"
"93298","67520","6684"
"93338","74143","6716"
"93339","72193","6364"
"93340","72193","6370"
"93341","72193","6684"
"93346","69196","6364"
"93347","69196","6370"
"93364","74707","6716"
"93406","67016","6370"
"93407","67016","6637"
"93408","67016","6674"
"93426","73262","6716"
"93428","74759","6370"
"93434","69249","6364"
"93435","69249","6370"
"93436","69249","6716"
"93437","69251","6637"
"93438","69251","6716"
"93466","73589","6691"
"93467","73589","6716"
"93476","67817","6364"
"93477","67817","6370"
"93478","67817","6674"
"93479","67817","6716"
"93491","67250","6637"
"93492","67250","6674"
"93493","67250","6716"
"93509","68304","6675"
"93510","69728","6364"
"93511","69728","6716"
"93512","74122","6716"
"93513","69104","6364"
"93514","69104","6370"
"93515","69104","6716"
"93586","74016","6691"
"93588","67300","6691"
"93589","69884","6364"
"93590","69884","6691"
"93591","67784","6691"
"93593","67677","6691"
"93610","73285","6370"
"93616","74522","6678"
"93617","69409","6637"
"93618","69409","6674"
"93621","74652","6674"
"93642","69344","6637"
"93643","69344","6678"
"93660","67943","6684"
"93668","69264","6637"
"93669","69264","6678"
"93673","69116","6678"
"93674","69456","6637"
"93675","69456","6678"
"93678","69376","6678"
"93681","69546","6678"
