"EntityGroupID","EntityID","GroupID"
"93689","73729","6637"
"93694","69238","6678"
"93695","70804","6637"
"93696","70804","6678"
"93703","70805","6637"
"93704","70805","6678"
"93707","69602","6637"
"93708","69602","6678"
"93714","68215","6681"
"93715","68215","6683"
"93718","67998","6689"
"93752","74812","6684"
"93790","74811","6674"
"93797","68252","6681"
"93798","68252","6683"
"93806","73325","6681"
"93807","73325","6683"
"93810","67138","6684"
"93811","67138","6716"
"93813","74354","6683"
"93819","74813","6680"
"93820","70152","6716"
"93821","74792","6364"
"93834","73345","6364"
"93837","70578","6364"
"93847","67940","6684"
"93855","67493","6674"
"93858","69140","6637"
"93859","69140","6674"
"93879","74804","6684"
"93882","72035","6364"
"93883","72035","6674"
"93884","72035","6716"
"93885","72042","6370"
"93894","74718","6364"
"93895","74718","6684"
"93905","74205","6364"
"93906","74205","6684"
"93934","68223","6681"
"93935","68223","6683"
"93945","70733","6364"
"93946","70733","6370"
"93956","73863","6691"
"93958","69824","6364"
"93959","69834","6637"
"93960","67949","6674"
"93961","69836","6637"
"93963","69856","6637"
"93964","74027","6637"
"93977","72973","6364"
"93978","72973","6370"
"93989","66874","6637"
"93990","66874","6684"
"93991","66874","6716"
"94009","69361","6364"
"94010","69361","6370"
"94089","67715","6364"
"94090","67715","6370"
"94091","67715","6716"
"94097","73885","6691"
"94146","71160","6364"
"94147","71160","6674"
"94153","66935","6370"
"94154","66935","6684"
"94155","66935","6716"
"94176","73927","6370"
"94177","73927","6637"
"94178","73927","6684"
"94179","73927","6716"
"94195","69658","6364"
"94196","69658","6674"
"94197","66887","6370"
"94198","66887","6691"
"94199","66887","6716"
"94211","67193","6364"
"94212","67193","6370"
"94213","67193","6674"
"94214","67193","6716"
"94215","67205","6688"
"94223","67583","6691"
"94226","67668","6370"
"94227","67668","6684"
"94228","67764","6684"
"94229","67764","6716"
"94234","67858","6364"
"94235","67858","6370"
"94236","67858","6687"
"94237","67858","6716"
"94240","67933","6364"
"94241","67933","6691"
"94245","68063","6364"
"94246","68063","6674"
"94255","69147","6684"
"94262","74516","6364"
"94271","74232","6674"
"94282","74300","6370"
"94283","74300","6674"
"94284","69414","6364"
"94285","69414","6370"
"94286","69414","6674"
"94295","74605","6370"
"94296","74605","6691"
"94301","74688","6370"
"94302","74688","6684"
"94303","74688","6716"
"94305","74805","6684"
"94306","68112","6364"
"94307","68112","6370"
"94308","68112","6684"
"94317","72102","6364"
"94318","72102","6370"
"94322","71557","6364"
"94323","71557","6674"
"94339","67444","6637"
"94340","67444","6674"
"94341","67444","6716"
"94354","74483","6364"
"94376","70209","6674"
"94383","68226","6681"
"94384","68226","6683"
"94393","73222","6370"
"94394","73222","6637"
"94433","69689","6675"
"94434","69296","6674"
"94461","74724","6370"
"94462","74724","6689"
"94484","68294","6681"
"94485","68294","6683"
"94494","68211","6674"
"94510","74829","6674"
"94512","74797","6691"
"94518","73966","6364"
"94532","68724","6690"
"94563","74682","6684"
"94564","74682","6716"
"94576","67554","6364"
"94577","67554","6684"
"94578","67596","6684"
"94590","74330","6691"
"94591","74651","6674"
"94647","73991","6637"
"94648","67237","6681"
"94668","67080","6681"
"94669","74424","6691"
"94673","73284","6370"
"94677","73599","6637"
"94684","68236","6681"
"94685","68236","6683"
"94695","67244","6364"
"94696","67244","6691"
"94699","67231","6364"
"94700","67231","6684"
"94701","69126","6370"
"94702","69126","6680"
"94706","69352","6680"
"94707","67690","6680"
"94711","67269","6680"
"94715","69311","6370"
"94716","69311","6680"
"94719","67736","6680"
"94721","73971","6680"
"94727","68007","6364"
"94728","68007","6684"
"94752","74830","6364"
"94753","74830","6689"
"94756","68456","6684"
"94770","67848","6674"
"94810","68085","6364"
"94811","68085","6370"
"94812","68085","6674"
"94822","73317","6370"
"94848","68146","6675"
"94922","67044","6684"
"94927","70555","6364"
"94928","71197","6370"
"94929","71197","6674"
"94942","74266","6370"
"94943","74266","6674"
"94944","74266","6716"
"94947","69161","6637"
"94948","69161","6674"
"94957","74042","6364"
"94958","74042","6684"
"94976","68038","6364"
"94977","68038","6674"
"94982","74171","6370"
"94983","74171","6691"
"94984","74171","6716"
"95007","66929","6364"
"95008","66929","6370"
"95009","66929","6691"
"95022","73692","6691"
"95039","67728","6370"
"95040","67728","6637"
"95041","67728","6674"
"95054","68307","6364"
"95055","68307","6674"
"95059","74828","6689"
"95098","74745","6680"
"95101","67093","6681"
"95102","68235","6683"
"95112","69616","6674"
"95157","74488","6637"
"95158","74488","6674"
"95179","68195","6370"
"95180","68195","6674"
"95192","74842","6684"
"95202","74774","6674"
"95203","68127","6364"
"95204","68127","6675"
"95211","67753","6637"
"95212","67753","6684"
"95213","67097","6691"
"95214","74287","6370"
"95215","74287","6684"
"95216","74178","6364"
"95217","74178","6370"
"95218","74178","6716"
"95221","74825","6674"
"95225","74113","6689"
"95231","74711","6370"
"95232","74711","6674"
"95239","72828","6364"
"95243","74847","6674"
"95245","74107","6370"
"95267","67055","6684"
"95301","74840","6684"
"95321","74838","6364"
"95325","74777","6680"
"95326","69745","6370"
"95327","69745","6716"
"95332","68272","6681"
"95333","68272","6683"
"95336","69683","6364"
"95337","69683","6684"
"95345","74369","6674"
"95370","67163","6681"
"95388","70487","6364"
"95389","70487","6716"
"95410","74814","6674"
"95430","74844","6364"
"95431","74631","6683"
"95432","69170","6364"
"95433","69170","6674"
"95445","74639","6364"
"95458","73254","6716"
"95463","69586","6716"
"95464","74835","6684"
"95476","70318","6716"
"95483","67711","6364"
"95484","67711","6684"
"95485","67711","6716"
"95488","73963","6691"
"95497","69333","6637"
"95499","69435","6364"
"95507","74317","6364"
"95508","74317","6691"
"95536","68230","6681"
"95537","68230","6683"
"95542","67742","6684"
"95548","67857","6684"
"95566","68089","6364"
"95567","68089","6674"
"95568","68089","6716"
"95572","68288","6680"
"95573","68288","6683"
"95600","73873","6364"
"95601","73873","6370"
"95602","73873","6684"
"95604","74866","6691"
"95624","73787","6674"
"95625","69301","6364"
"95665","67287","6637"
"95666","67287","6674"
"95671","69443","6364"
"95675","67185","6674"
"95680","73759","6364"
"95692","74722","6680"
"95731","67616","6364"
"95732","67616","6684"
"95744","68549","6684"
"95764","73849","6691"
"95765","69425","6364"
"95766","69425","6370"
"95767","69425","6674"
"95804","66847","6364"
"95805","66847","6370"
"95806","66847","6691"
"95828","67376","6370"
"95829","67376","6674"
"95832","67782","6637"
"95833","67782","6674"
"95834","67782","6716"
"95840","69135","6674"
"95841","69386","6364"
"95843","67212","6684"
"95852","74861","6370"
"95853","74861","6674"
"95857","74131","6370"
"95858","74131","6680"
"95860","67968","6637"
"95861","67968","6674"
"95867","69298","6364"
"95868","69298","6684"
"95869","74870","6680"
"95871","66983","6364"
"95872","66983","6370"
"95873","66983","6674"
"95874","66983","6716"
"95891","66987","6691"
"95892","74765","6674"
"95893","74864","6689"
"95914","67172","6364"
"95915","67172","6680"
"95919","74623","6684"
"95925","73865","6364"
"95926","73865","6370"
"95927","73865","6684"
"95935","70611","6364"
"95942","69464","6716"
"95947","74753","6364"
"95948","74753","6684"
"95949","74753","6716"
"95974","69095","6691"
"95976","74004","6674"
"95979","74586","6674"
"95987","69144","6364"
"95992","67494","6691"
"96006","73996","6364"
"96007","73996","6370"
"96008","73996","6716"
"96015","71436","6370"
"96019","67092","6674"
"96020","68318","6370"
"96021","68318","6716"
"96028","67006","6364"
"96029","67006","6370"
"96030","67006","6691"
"96031","67006","6716"
"96039","68059","6684"
"96063","67528","6370"
"96064","67528","6691"
"96065","68346","6637"
"96071","70581","6370"
"96087","74231","6364"
"96088","74202","6370"
"96089","74202","6716"
"96114","66936","6681"
"96164","68269","6370"
"96165","68269","6681"
"96166","68269","6683"
"96171","67443","6364"
"96172","67443","6370"
"96173","67443","6674"
"96186","67059","6691"
"96187","67059","6716"
"96188","72475","6370"
"96190","69635","6637"
"96203","74754","6674"
"96207","73192","6637"
"96221","74721","6680"
"96222","74852","6674"
"96226","69451","6364"
"96227","69451","6370"
"96228","69451","6716"
"96239","67311","6691"
"96240","67311","6716"
"96253","72974","6716"
"96260","72966","6370"
"96272","71251","6674"
"96282","68095","6364"
"96283","68095","6370"
"96284","68095","6684"
"96285","73371","6370"
"96286","73371","6684"
"96315","69523","6691"
"96338","67418","6674"
"96339","67418","6716"
"96343","74188","6370"
"96344","74188","6674"
"96348","67851","6680"
"96359","74580","6684"
"96362","69428","6688"
"96376","74239","6674"
"96390","66937","6681"
"96391","74111","6674"
"96405","69208","6637"
"96406","69208","6681"
"96411","68228","6681"
"96412","68228","6683"
"96427","74879","6674"
"96428","74199","6370"
"96429","74199","6684"
"96430","74199","6716"
"96431","74582","6674"
"96432","74839","6691"
"96433","74744","6680"
"96435","74878","6674"
"96440","73414","6684"
"96454","68104","6364"
"96455","68104","6370"
"96456","68104","6678"
"96457","68104","6716"
"96458","67648","6364"
"96459","67648","6370"
"96460","67648","6674"
"96461","67648","6716"
"96462","69513","6364"
"96463","69513","6370"
"96464","69513","6716"
"96465","67605","6637"
"96466","67605","6684"
"96467","67605","6716"
"96484","68116","6364"
"96485","68116","6716"
"96486","67394","6370"
"96487","67394","6674"
"96488","67603","6364"
"96489","67603","6370"
"96490","67603","6684"
"96491","73862","6364"
"96500","72133","6674"
"96501","67957","6674"
"96506","72096","6674"
"96519","74401","6637"
"96520","74401","6716"
"96528","74186","6364"
"96529","74186","6684"
"96549","74277","6637"
"96553","71560","6637"
"96557","67685","6364"
"96560","68154","6364"
"96561","68154","6675"
"96569","69269","6637"
"96570","69269","6684"
"96574","70316","6716"
"96577","71525","6370"
"96594","74897","6370"
"96595","74806","6364"
"96596","74806","6684"
"96628","69212","6370"
"96629","69212","6637"
"96630","69212","6674"
"96638","67004","6364"
"96639","67004","6370"
"96640","67004","6684"
"96641","67004","6716"
"96649","70272","6370"
"96650","70272","6716"
"96651","66949","6364"
"96652","66949","6370"
"96653","66949","6691"
"96654","66949","6716"
"96655","74867","6691"
"96656","70312","6716"
"96665","67229","6716"
"96670","69810","6370"
"96671","69810","6716"
"96672","73379","6674"
"96673","73379","6716"
"96674","70221","6716"
"96677","70313","6716"
"96681","74564","6716"
"96682","67866","6364"
"96683","67866","6370"
"96684","67866","6674"
"96685","67866","6716"
"96686","69490","6364"
"96687","69490","6716"
"96694","69402","6691"
"96695","69402","6716"
"96700","67288","6637"
"96701","67288","6674"
"96702","67288","6716"
"96703","67038","6364"
"96704","67038","6370"
"96705","67038","6684"
"96706","67038","6716"
"96707","71014","6364"
"96708","71014","6370"
"96709","71014","6716"
"96710","67529","6364"
"96711","67529","6691"
"96712","67529","6716"
"96713","72969","6716"
"96714","67228","6364"
"96715","67228","6691"
"96716","67228","6716"
"96728","69625","6370"
"96729","69625","6637"
"96730","69625","6674"
"96731","69625","6716"
"96745","67947","6370"
"96746","67947","6684"
"96747","67453","6364"
"96748","67453","6674"
"96749","67453","6716"
"96750","74783","6674"
"96751","74783","6716"
"96752","70741","6716"
"96759","73156","6370"
"96760","73156","6637"
"96761","73156","6716"
"96762","68159","6637"
"96763","68159","6684"
"96764","68159","6716"
"96765","72970","6716"
"96769","69176","6364"
"96770","69176","6370"
"96771","69176","6684"
"96772","69176","6716"
"96773","74618","6684"
"96774","74618","6716"
"96775","69365","6370"
"96776","69365","6637"
"96777","69365","6716"
"96782","66920","6684"
"96783","66920","6716"
"96784","67325","6370"
"96785","67325","6684"
"96786","67325","6716"
"96791","67787","6364"
"96792","67787","6674"
"96793","67787","6716"
"96794","69466","6364"
"96795","69466","6370"
"96796","69466","6716"
"96797","67302","6674"
"96798","67302","6716"
"96802","73157","6370"
"96803","73157","6637"
"96804","73157","6716"
"96805","68140","6370"
"96806","68140","6637"
"96807","68140","6687"
"96808","68140","6716"
"96813","67353","6684"
"96814","67353","6716"
"96825","68136","6370"
"96826","68136","6687"
"96827","68136","6716"
"96828","70319","6716"
"96829","74766","6684"
"96830","74766","6716"
"96832","73338","6716"
"96833","67509","6370"
"96834","67509","6674"
"96835","67509","6716"
"96844","71257","6716"
"96845","67371","6364"
"96846","67371","6370"
"96847","67371","6716"
"96850","67707","6684"
"96851","67707","6716"
"96854","69305","6637"
"96855","69305","6716"
"96865","67056","6364"
"96866","67056","6684"
"96867","67056","6716"
"96868","69391","6364"
"96869","69391","6716"
"96875","71484","6674"
"96876","71484","6716"
"96877","71016","6716"
"96878","68166","6674"
"96879","68166","6716"
"96886","74514","6370"
"96887","74514","6716"
"96888","67258","6364"
"96889","67258","6370"
"96890","67258","6674"
"96891","67258","6716"
"96892","67141","6364"
"96893","67141","6370"
"96894","67141","6684"
"96895","67141","6716"
"96896","68134","6674"
"96897","68134","6716"
"96898","66969","6691"
"96899","66969","6716"
"96900","67793","6691"
"96901","67793","6716"
"96902","67150","6364"
"96903","67150","6370"
"96904","67150","6684"
"96905","67150","6716"
"96906","70521","6370"
"96907","70521","6716"
"96914","67805","6674"
"96915","67805","6716"
"96916","74260","6716"
"96918","74570","6716"
"96923","73446","6364"
"96924","73446","6684"
"96925","73446","6716"
"96926","69527","6364"
"96927","69527","6370"
"96928","69527","6716"
"96929","69618","6364"
"96930","69618","6370"
"96931","69618","6716"
"96932","70323","6716"
"96934","69531","6370"
"96935","69531","6716"
"96938","69070","6684"
"96939","69070","6716"
"96940","73391","6364"
"96941","73391","6674"
"96942","73391","6716"
"96948","68064","6674"
"96949","68064","6716"
"96950","67048","6364"
"96951","67048","6674"
"96952","67048","6716"
"96958","72389","6716"
"96959","69234","6364"
"96960","69234","6370"
"96961","69234","6716"
"96965","67320","6637"
"96966","67320","6684"
"96967","67320","6716"
"96968","73342","6364"
"96969","73342","6716"
"96972","67682","6674"
"96973","67682","6716"
"96974","74195","6364"
"96975","74195","6674"
"96976","74195","6716"
"96990","67014","6681"
"96993","74373","6370"
"97000","67238","6370"
"97001","67238","6637"
"97002","67238","6684"
"97003","67238","6716"
"97004","72202","6716"
"97005","67976","6364"
"97006","67976","6370"
"97007","67976","6684"
"97008","67976","6716"
"97009","69058","6370"
"97010","69058","6716"
"97011","71566","6716"
"97012","69406","6370"
"97013","69406","6684"
"97014","69406","6716"
"97016","72057","6716"
"97017","72336","6716"
"97018","66908","6364"
"97019","66908","6370"
"97020","66908","6691"
"97021","66908","6716"
"97022","67414","6684"
"97023","67414","6716"
"97024","66851","6691"
"97025","66851","6716"
"97026","66883","6364"
"97027","66883","6684"
"97028","66883","6716"
"97031","67366","6684"
"97032","67366","6716"
"97035","69346","6684"
"97036","69346","6716"
"97037","70327","6716"
"97038","73730","6678"
"97039","73730","6716"
"97040","68102","6364"
"97041","68102","6370"
"97042","68102","6678"
"97043","68102","6716"
"97044","74523","6716"
"97054","69703","6364"
"97055","69703","6370"
"97056","69703","6716"
"97063","69569","6364"
"97064","69569","6370"
"97065","69569","6716"
"97066","70329","6716"
"97067","74700","6364"
"97068","74700","6687"
"97069","74700","6716"
"97070","70490","6716"
"97074","69522","6364"
"97075","69522","6716"
"97079","71309","6370"
"97080","71309","6716"
"97081","67046","6691"
"97082","67046","6716"
"97086","67534","6364"
"97087","67534","6684"
"97088","67534","6716"
"97093","71021","6716"
"97094","72992","6364"
"97095","72992","6370"
"97096","72992","6716"
"97098","70331","6716"
"97099","70644","6364"
"97100","70644","6716"
"97104","70119","6716"
"97105","70089","6716"
"97107","71022","6364"
"97108","71022","6716"
"97110","73287","6716"
"97111","68035","6370"
"97112","68035","6674"
"97113","68035","6716"
"97114","66849","6370"
"97115","66849","6684"
"97116","66849","6716"
"97117","69607","6364"
"97118","69607","6370"
"97119","69607","6716"
"97120","70121","6370"
"97121","70121","6716"
"97122","67526","6674"
"97123","67526","6716"
"97124","71505","6370"
"97125","71505","6716"
"97146","67629","6364"
"97147","67629","6684"
"97148","67629","6716"
"97152","67083","6691"
"97158","74890","6364"
"97159","74890","6370"
"97173","73395","6364"
"97176","70811","6364"
"97209","66881","6364"
"97210","66881","6370"
"97211","66881","6684"
"97212","66881","6716"
"97213","68232","6370"
"97214","68232","6637"
"97215","68232","6681"
"97216","68232","6683"
"97225","74899","6674"
"97226","68099","6637"
"97227","68099","6678"
"97228","68099","6716"
"97231","66971","6364"
"97232","66971","6370"
"97233","66971","6684"
"97234","66971","6716"
"97235","66912","6364"
"97236","66912","6370"
"97237","66912","6684"
"97238","66912","6716"
"97239","73246","6364"
"97243","67590","6684"
"97244","67590","6716"
"97249","71024","6716"
"97250","71570","6364"
"97251","71570","6716"
"97259","69369","6364"
"97260","69369","6716"
"97264","69397","6370"
"97265","69397","6684"
"97266","69397","6716"
"97267","73867","6716"
"97268","69458","6364"
"97269","69458","6370"
"97270","69458","6716"
"97271","72405","6716"
"97272","72990","6716"
"97273","70337","6716"
"97276","67186","6684"
"97277","67186","6716"
"97279","70338","6716"
"97281","74228","6716"
"97282","74738","6364"
"97283","74738","6370"
"97284","74738","6684"
"97285","74738","6716"
"97289","70339","6716"
"97290","71319","6716"
"97291","74039","6364"
"97292","74039","6716"
"97300","70378","6716"
"97307","66889","6364"
"97308","66889","6691"
"97309","66889","6716"
"97310","73695","6716"
"97311","69290","6364"
"97312","69290","6370"
"97313","69290","6716"
"97316","73480","6370"
"97317","73480","6716"
"97318","69648","6637"
"97319","69648","6716"
"97320","71026","6716"
"97321","74708","6716"
"97322","67871","6364"
"97323","67871","6370"
"97324","67871","6684"
"97325","67871","6716"
"97326","66946","6684"
"97327","66946","6716"
"97328","70345","6716"
"97332","71675","6716"
"97336","68897","6716"
"97337","70350","6716"
"97338","69512","6364"
"97339","69512","6370"
"97340","69512","6716"
"97341","69364","6364"
"97342","69364","6370"
"97343","69364","6716"
"97344","72417","6716"
"97345","70703","6364"
"97346","70703","6716"
"97347","72418","6716"
"97348","71680","6364"
"97349","71680","6716"
"97356","70557","6716"
"97360","71006","6716"
"97361","69279","6364"
"97362","69279","6370"
"97363","69279","6716"
"97365","72423","6716"
"97366","69146","6687"
"97367","69146","6716"
"97368","73205","6716"
"97369","70303","6716"
"97370","70304","6716"
"97373","70564","6716"
"97376","73211","6370"
"97377","73211","6637"
"97378","73211","6716"
"97379","70139","6716"
"97380","68731","6364"
"97381","68731","6370"
"97382","68731","6684"
"97383","68731","6716"
"97384","70566","6716"
"97386","74610","6716"
"97387","67032","6370"
"97388","67032","6691"
"97389","67032","6716"
"97390","72568","6370"
"97391","72568","6716"
"97393","70570","6716"
"97394","73221","6637"
"97395","73221","6716"
"97396","69093","6364"
"97397","69093","6370"
"97398","69093","6716"
"97404","67031","6370"
"97405","67031","6691"
"97406","67031","6716"
"97407","67319","6370"
"97408","67319","6691"
"97409","67319","6716"
"97410","70573","6370"
"97411","70573","6716"
"97412","67294","6370"
"97413","67294","6691"
"97414","67294","6716"
"97420","70584","6364"
"97421","70584","6716"
"97422","69235","6364"
"97423","69235","6370"
"97424","69235","6716"
"97425","70588","6716"
"97426","70604","6716"
"97427","67336","6364"
"97428","67336","6691"
"97429","67336","6716"
"97430","66891","6370"
"97431","66891","6716"
"97432","69510","6364"
"97433","69510","6370"
"97434","69510","6716"
"97437","70613","6370"
"97438","70613","6716"
"97439","71105","6716"
"97440","67159","6364"
"97441","67159","6370"
"97442","67159","6674"
"97443","67159","6716"
"97444","67863","6370"
"97445","67863","6674"
"97446","67863","6716"
"97447","66856","6637"
"97448","66856","6674"
"97449","66856","6716"
"97450","69768","6716"
"97451","69479","6675"
"97452","69479","6716"
"97453","67971","6684"
"97454","67971","6716"
"97455","71130","6716"
"97456","74834","6716"
"97470","74116","6681"
"97471","74116","6683"
"97475","73252","6716"
"97476","74185","6716"
"97477","74367","6716"
"97482","73273","6716"
"97483","69662","6716"
"97484","70332","6716"
"97488","70215","6370"
"97489","70215","6716"
"97494","68046","6364"
"97495","68046","6691"
"97496","68046","6716"
"97511","68377","6364"
"97512","68377","6370"
"97513","68377","6684"
"97514","68377","6716"
"97518","71311","6364"
"97528","71336","6364"
"97530","66960","6364"
"97531","66960","6370"
"97532","66960","6684"
"97533","66960","6716"
"97546","67651","6364"
"97547","67651","6370"
"97548","67651","6716"
"97559","67475","6674"
"97562","68130","6364"
"97563","68130","6370"
"97564","68130","6675"
"97565","70902","6370"
"97566","69613","6364"
"97567","74307","6684"
"97572","67078","6364"
"97573","67078","6684"
"97581","68094","6364"
"97582","68094","6370"
"97600","69098","6674"
"97603","67114","6684"
"97615","74755","6370"
"97621","67297","6684"
"97631","67104","6364"
"97632","67104","6716"
"97636","74912","6691"
"97640","67676","6691"
"97642","74037","6716"
"97646","74473","6674"
"97653","74746","6364"
"97654","74746","6684"
"97657","66992","6364"
"97658","66992","6684"
"97667","70551","6364"
"97668","70551","6370"
"97669","70551","6716"
"97672","74914","6680"
"97674","67147","6691"
"97676","67094","6364"
"97677","67094","6370"
"97678","67094","6684"
"97679","67094","6716"
"97686","74001","6370"
"97687","74001","6674"
"97689","74900","6691"
"97692","74891","6364"
"97693","74891","6691"
"97694","74910","6364"
"97698","69277","6716"
"97715","74800","6683"
"97724","68254","6681"
"97725","68254","6683"
"97726","67434","6637"
"97727","67434","6681"
"97728","68247","6683"
"97729","73449","6681"
"97730","68240","6681"
"97731","68240","6683"
"97733","68243","6683"
"97741","73959","6681"
"97743","67148","6364"
"97744","67148","6691"
"97745","72241","6637"
"97749","74262","6674"
"97757","68218","6370"
"97758","69404","6370"
"97759","69404","6674"
"97763","74798","6674"
"97770","69971","6674"
"97785","74920","6364"
"97791","73166","6364"
"97797","70354","6716"
"97815","74133","6370"
"97816","74133","6716"
"97825","67374","6691"
"97827","72169","6364"
"97828","72169","6370"
"97829","72169","6716"
"97832","68060","6692"
"97833","71291","6364"
"97834","71291","6674"
"98836","71657","6370"
"98837","71657","6716"
"98853","74304","6684"
"98868","74681","6674"
"98887","73152","6364"
"98894","67759","6674"
"98897","73416","6364"
"98899","69241","6683"
"98901","69240","6675"
"98903","69239","6681"
"98906","73183","6364"
"98914","73176","6364"
"98915","73176","6370"
"98924","73174","6364"
"98925","73174","6370"
"98928","70175","6364"
"98929","70175","6370"
"98930","70175","6716"
"98933","74924","6370"
"98934","74924","6716"
"98952","74922","6370"
"98953","74922","6716"
"98964","","6684"
"98969","74168","6364"
"98973","69653","6674"
"98976","67102","6691"
"98977","67129","6364"
"98978","67129","6684"
"98979","74888","6689"
"98984","70151","6716"
"98986","67456","6364"
"98987","69934","6364"
"98988","69934","6370"
"98989","69934","6674"
"98990","71523","6364"
"99000","74193","6364"
"99030","73547","6637"
"99031","73547","6684"
"99034","67053","6364"
"99035","67053","6370"
"99036","67053","6691"
"99037","67053","6716"
"99038","66998","6364"
"99039","66998","6691"
"99040","66998","6716"
"99041","74933","6674"
"99057","73164","6364"
"99058","73164","6370"
"99059","73164","6716"
"99060","73179","6364"
"99061","73179","6716"
"99064","73186","6364"
"99065","73186","6370"
"99066","73172","6364"
"99067","70693","6364"
"99068","70693","6370"
"99069","73187","6364"
"99070","74923","6364"
"99071","73190","6364"
"99079","74940","6364"
"99089","71569","6364"
"99092","74942","6364"
"99095","74871","6684"
"99112","74905","6684"
"99114","74901","6691"
"99116","74904","6681"
"99118","74906","6691"
"99119","74915","6680"
"99132","72952","6674"
"99135","74932","6674"
"99148","74877","6364"
"99149","74877","6716"
"99151","67134","6684"
"99153","67666","6674"
"99157","74808","6689"
"99160","74927","6364"
"99161","74927","6370"
"99162","74927","6691"
"99163","74927","6716"
"99164","74939","6689"
"99165","74934","6691"
"99166","72947","6364"
"99167","73168","6364"
"99168","73168","6370"
"99171","69823","6364"
"99172","73184","6364"
"99173","73184","6370"
"99176","67572","6691"
"99177","68217","6681"
"99178","68217","6683"
"99182","68238","6683"
"99184","67774","6674"
"99187","67235","6691"
"99190","74712","6364"
"99191","74712","6691"
"99199","66898","6691"
"99200","67175","6681"
"99201","68250","6681"
"99202","68250","6683"
"99208","72342","6364"
"99209","72342","6674"
"99210","66921","6637"
"99211","66921","6674"
"99212","66921","6716"
"99215","74339","6691"
"99222","70210","6674"
"99223","72161","6637"
"99224","72161","6716"
"99225","74216","6681"
"99226","74216","6683"
"99229","67162","6684"
"99230","67162","6716"
"99231","74931","6674"
"99233","69398","6716"
"99234","67856","6364"
"99235","67856","6370"
"99236","67856","6674"
"99237","67856","6716"
"99238","74475","6370"
"99239","74475","6674"
"99240","74475","6716"
"99241","74833","6370"
"99242","74833","6674"
"99246","74055","6716"
"99254","74657","6364"
"99255","74657","6370"
"99256","74657","6716"
"99259","74926","6684"
"99260","74926","6716"
"99263","67079","6684"
"99264","67079","6716"
"99266","74948","6716"
"99270","74949","6716"
"99272","74713","6364"
"99276","66868","6364"
"99277","66868","6684"
"99278","66868","6716"
"99281","67226","6684"
"99282","67226","6716"
"99283","67198","6681"
"99284","67595","6364"
"99285","67595","6674"
"99289","67166","6364"
"99290","67166","6691"
"99295","74907","6675"
"99296","74907","6716"
"99299","67798","6370"
"99300","67798","6691"
"99301","67798","6716"
"99305","66885","6684"
"99306","66885","6716"
"99311","74696","6364"
"99312","74696","6674"
"99313","74696","6716"
"99315","74952","6716"
"99323","71347","6364"
"99324","71347","6716"
"99329","73079","6637"
"99338","73970","6691"
"99384","68300","6680"
"99390","69578","6674"
"99391","69578","6716"
"99396","67477","6674"
"99397","67477","6716"
"99400","74423","6691"
"99401","74423","6716"
"99404","74954","6716"
"99407","67783","6364"
"99408","67783","6370"
"99409","74578","6674"
"99410","74578","6716"
"99413","73276","6716"
"99415","74936","6684"
"99416","68408","6674"
"99417","73945","6684"
"99418","67502","6364"
"99419","67502","6684"
"99422","70515","6364"
"99423","70515","6370"
"99424","70515","6716"
"99426","74832","6691"
"99428","67859","6681"
"99429","67117","6684"
"99433","74958","6716"
"99439","74957","6684"
"99441","74960","6684"
"99461","68138","6637"
"99463","73728","6637"
"99470","67870","6364"
"99471","67870","6370"
"99472","67870","6684"
"99473","67870","6716"
"99474","66850","6684"
"99475","66850","6716"
"99476","67239","6637"
"99477","67239","6684"
"99479","72159","6637"
"99487","69314","6674"
"99489","74943","6691"
"99490","74925","6370"
"99491","74925","6674"
"99492","74925","6716"
"99495","70149","6364"
"99496","70149","6674"
"99498","74963","6691"
"99502","74964","6364"
"99503","67358","6364"
"99504","67358","6674"
"99505","70438","6364"
"99506","73957","6637"
"99507","73957","6675"
"99508","73957","6681"
"99509","73957","6683"
"99516","74860","6674"
"99518","67341","6684"
"99551","74913","6364"
"99552","74913","6689"
"99557","67120","6681"
"99561","70559","6364"
"99562","70559","6370"
"99563","70719","6364"
"99564","70719","6370"
"99565","70719","6716"
"99583","74227","6684"
"99584","74227","6716"
"99590","74359","6684"
"99591","66859","6681"
"99596","74625","6674"
"99599","74951","6691"
"99606","69484","6637"
"99608","73068","6637"
"99609","69449","6637"
"99611","73069","6637"
"99617","74968","6637"
"99620","69442","6637"
"99621","69442","6716"
"99625","74115","6637"
"99629","74238","6637"
"99635","73072","6637"
"99637","73073","6637"
"99640","69371","6637"
"99650","73077","6637"
"99652","73976","6637"
"99654","74338","6691"
"99661","74970","6364"
"99662","74622","6364"
"99663","74622","6674"
"99671","73712","6370"
"99672","73712","6716"
"99676","67687","6364"
"99677","67687","6370"
"99678","67687","6674"
"99682","66917","6370"
"99683","66917","6684"
"99684","66917","6716"
"99686","74784","6674"
"99688","73119","6674"
"99689","68257","6364"
"99690","68257","6683"
"99696","74953","6370"
"99697","74953","6674"
"99702","70322","6364"
"99703","70322","6716"
"99740","67271","6680"
"99741","68222","6681"
"99742","68222","6683"
"99755","74976","6637"
"99756","74976","6716"
"99761","74967","6691"
"99782","74977","6691"
"99788","74975","6684"
"99802","73408","6364"
"99803","73408","6674"
"99804","73408","6716"
"99822","74703","6364"
"99823","74703","6370"
"99826","74109","6681"
"99855","69608","6370"
"99856","69608","6637"
"99857","69608","6674"
"99858","69608","6716"
"99873","68276","6681"
