"DocID","DocStatus","DivisionID","DateCreated","DatePaid","FromAccount","StaffID","Leave","PeriodType","FromDate","ToDate","CreatedBy","Comments"
"34","Open","5830","2011-09-01 14:16:00","2011-02-25 00:00:00","153","614","","Monthly","2011-01-25 00:00:00","2011-02-25 00:00:00","1",""
"35","Open","5830","2011-09-01 14:17:04","2011-03-25 00:00:00","153","614","","Monthly","2011-02-25 00:00:00","2011-03-25 00:00:00","1",""
"36","Open","5830","2011-09-01 14:17:07","2011-04-25 00:00:00","153","253","30.0","Monthly","2011-03-25 00:00:00","2011-04-25 00:00:00","1",""
"37","Open","5830","2011-09-01 14:17:09","2011-05-25 00:00:00","153","614","","Monthly","2011-04-25 00:00:00","2011-05-25 00:00:00","1",""
